Approved_symbol	Previous_symbols	Gene_group_ID	NCBI_Gene_ID
ALDH1L1-AS1		1987	<NA>
ALDH1L1-AS2		1987	100862662
ALDH1L2		398	160428
ALDH2		398|1691	217
ALDH3A1	ALDH3	398	218
ALDH3A2	SLS|ALDH10	398	224
ALDH3B1	ALDH7	398	221
ALDH3B2	ALDH8	398	222
ALDH4A1	ALDH4	398|1691	8659
ALDH5A1		398	7915
ALDH6A1	MMSDH	398	4329
ALDH7A1	ATQ1	398	501
ALDH7A1P1	ATQL1		541
ALDH7A1P2	ATQL2		542
ALDH7A1P3	ATQL3		543
ALDH7A1P4	ATQL4		544
ALDH8A1		398	64577
ALDH9A1	ALDH7|ALDH4|ALDH9	398	223
ALDH16A1		398	126133
ALDH18A1	GSAS|PYCS|SPG9	398	5832
ALDL1			<NA>
ALDOA		1903	226
ALDOAP1			391538
ALDOAP2			228
ALDOB		1903	229
ALDOC		1903|1687	230
ALDOC-AS1		1987	<NA>
ALDR1			<NA>
ALDRL2			<NA>
ALDRL5			<NA>
ALFN1			<NA>
ALG1		427	56052
ALG1L1P	ALG1L		200810
ALG1L2		427	644974
ALG1L3P			100132066
ALG1L5P			647415
ALG1L6P			339879
ALG1L7P			728263
ALG1L8P			645015
ALG1L9P			285407
ALG1L10P			<NA>
ALG1L11P			<NA>
ALG1L12P			100421097
ALG1L13P			<NA>
ALG1L14P			100996649
ALG1L15P			730086
ALG2		427	85365
ALG3		430	10195
ALG3P1			442131
ALG5		428	29880
ALG6		447	29929
ALG8		447	79053
ALG9	DIBD1	430	79796
ALG9-IT1		1989	<NA>
ALG10		448	84920
ALG10B		448	144245
ALG11		427	440138
ALG12		430	79087
ALG13	GLT28D1|CXorf45	669|780|449	79868
ALG13-AS1		1987	<NA>
ALG14		449	199857
ALG14-AS1		1987	101928098
ALK		321|471	238
ALKAL1	FAM150A		389658
ALKAL2	FAM150B		285016
ALKBH1	ALKBH	401	8846
ALKBH2		401	121642
ALKBH3		401	221120
ALKBH3-AS1		1987	100507300
ALKBH4		401	54784
ALKBH5	OFOXD1	401	54890
ALKBH6		401	84964
ALKBH7	SPATA11	401	84266
ALKBH8		725|2059|401	91801
ALLC			55821
ALMS1			7840
ALMS1-IT1		1989	100874291
ALMS1P1	ALMS1L|ALMS1P		200420
ALOX5		407	240
ALOX5AP			241
ALOX12		407	239
ALOX12-AS1		1987	100506713
ALOX12B		407	242
ALOX12P1	ALOX12P		243
ALOX12P2			245
ALOX15		407	246
ALOX15B		407	247
ALOX15P1	ALOX15P		100652883
ALOX15P2			642959
ALOXE3		407	59344
ALOXE3P1			100420216
ALPG	ALPPL2	1072	251
ALPI		1072	248
ALPK1			80216
ALPK2		593	115701
ALPK3		593	57538
ALPL	HOPS	1072	249
ALPP		1072	250
ALPPL1			<NA>
ALPPP			<NA>
ALS1			<NA>
ALS2	ALS2CR6	722|928	57679
ALS2CL		722|928	259173
ALS2CR1			<NA>
ALS2CR6			<NA>
ALS2CR14			<NA>
ALS2CR16	ALS2CR16		<NA>
ALS2CR17			<NA>
ALS2CR18			<NA>
ALS3			<NA>
ALS5			<NA>
ALS6			<NA>
ALS7			<NA>
ALUNC			<NA>
ALX1	CART1	521	8092
ALX3	FND	521	257
ALX4	PFM2	521	60529
ALYREF	THOC4	770|725	10189
AMACR			23600
AMANZI		1992	<NA>
AMBN		2245	258
AMBP	ITI|ITIL	631	259
AMBRA1		362|1691|498	55626
AMCD1			<NA>
AMCD2B			<NA>
AMCN			<NA>
AMD1			262
AMD1P1			100133024
AMD1P2	AMD2|AMD|AMDP1	716	263
AMD1P3			728931
AMD1P4			100129761
AMD2			<NA>
AMDHD1		1446	144193
AMDHD2			51005
AMDM			<NA>
AMELX	AMG|AIH1	2245	265
AMELY	AMGL	2245	266
AMER1	FAM123B	2002	139285
AMER2	FAM123A	2002	219287
AMER3	FAM123C	2002	205147
AMFR		58	267
AMH		542|1932|1691	268
AMHR2		346	269
AMIGO1		590	57463
AMIGO2		594	347902
AMIGO3		594	386724
AMLCR2			<NA>
AMMECR1		1835	9949
AMMECR1-IT1		1989	<NA>
AMMECR1L			83607
AMMECR1LP1			100420921
AMN			81693
AMN1			196394
AMOT		1691	154796
AMOTL1			154810
AMOTL2		1691	51421
AMPD1		1302	270
AMPD2		1302	271
AMPD3		1302	272
AMPH		1289	273
AMPHL			<NA>
AMT		1398	275
AMTN		2245	401138
AMY1A	AMY1	1648	276
AMY1B	AMY1	1648	277
AMY1C	AMY1	1648	278
AMY2A	AMY2	1648	279
AMY2B	AMY2	1648	280
AMYP1	AMY2P	1648	281
AMZ1		2107	155185
AMZ2		2107	51321
AMZ2P1			201283
AMZ2P2			100421018
AMZ2P3			100128929
AN1			<NA>
AN2			<NA>
ANAPC1		1691|402	64682
ANAPC1P1			100286979
ANAPC1P2			285074
ANAPC1P3			100420889
ANAPC1P4			730268
ANAPC1P5			100420890
ANAPC1P6			402096
ANAPC2		402	29882
ANAPC4		402	29945
ANAPC5		402	51433
ANAPC7		402|769	51434
ANAPC10		402	10393
ANAPC10P1	ANAPC10P		729198
ANAPC11		58|402	51529
ANAPC13		402	25847
ANAPC13P1			100192388
ANAPC15	C11orf51	402	25906
ANAPC15P1			100128808
ANAPC15P2			<NA>
ANAPC16	C10orf104	402	119504
ANCR			<NA>
ANE1			<NA>
ANG		723|1687	283
ANGEL1	KIAA0759		23357
ANGEL2			90806
ANGPT1		554|2327|542	284
ANGPT2		542|554|2327	285
ANGPT3			<NA>
ANGPT4		2327|542|554	51378
ANGPT5			<NA>
ANGPTL1	ANGPT3	554|905|542	9068
ANGPTL2		554|905	23452
ANGPTL3	ANGPT5	905|542|554	27329
ANGPTL4		905|554	51129
ANGPTL5		554|905	253935
ANGPTL6		905|554	83854
ANGPTL7		905|542|554	10218
ANGPTL8	C19orf80	905	55908
ANHX			647589
ANIB1			<NA>
ANIB2			<NA>
ANIB3			<NA>
ANIB4			<NA>
ANK1	ANK	403|1691|2313	286
ANK2	LQT4	2313|403|1491|1691	287
ANK2-AS1		1987	105377373
ANK3		403|2313	288
ANK3-DT		1990	105378320
ANKAR		403|409	150709
ANKDD1A		403	348094
ANKDD1B		403	728780
ANKEF1	ANKRD5	863|403	63926
ANKFN1		555|403	162282
ANKFY1		81|403|861	51479
ANKH	CCAL2|CMDJ	2211|1691	56172
ANKH-DT		1990	<NA>
ANKHD1		403	54882
ANKHD1-DT		1990	<NA>
ANKHD1-EIF4EBP3			404734
ANKIB1		1391|403	54467
ANKK1		403	255239
ANKL1			<NA>
ANKLE1	ANKRD41	1087|2130|403	126549
ANKLE2	KIAA0692	1087|403	23141
ANKMY1		87|403	51281
ANKMY2		403|87	57037
ANKRA2		403	57763
ANKRD1		403	27063
ANKRD2		403	26287
ANKRD6		403	22881
ANKRD7		403	56311
ANKRD9		403	122416
ANKRD10		403	55608
ANKRD10-IT1		1989	100505494
ANKRD11		403	29123
ANKRD11P1			100287912
ANKRD11P2			100419906
ANKRD12		403	23253
ANKRD13A	ANKRD13	403	88455
ANKRD13B		403	124930
ANKRD13C		403	81573
ANKRD13C-DT	HHLA3	1990	11147
ANKRD13D		403	338692
ANKRD14	ANKRD14		<NA>
ANKRD16		403	54522
ANKRD17		403	26057
ANKRD17-DT		1990	102724832
ANKRD18A		403	253650
ANKRD18B		403	441459
ANKRD18CP			101926917
ANKRD18DP			348840
ANKRD18EP			100131031
ANKRD18FP			<NA>
ANKRD19P	ANKRD19		138649
ANKRD20A1	ANKRD20A	403	84210
ANKRD20A2P	ANKRD20A2	403	441430
ANKRD20A3P	ANKRD20A3	403	441425
ANKRD20A4P	ANKRD20A4	403	728747
ANKRD20A5P	ANKRD20A5		440482
ANKRD20A6P			728157
ANKRD20A7P			653436
ANKRD20A8P	ANKRD20B		729171
ANKRD20A9P			284232
ANKRD20A10P	ANKRD20A4P1		100421422
ANKRD20A11P	C21orf81		391267
ANKRD20A12P			100874392
ANKRD20A13P			100132733
ANKRD20A14P			100533719
ANKRD20A15P			100533720
ANKRD20A16P			100421427
ANKRD20A17P			100421363
ANKRD20A18P	C21orf126		391269
ANKRD20A19P			400110
ANKRD20A20P	CCDC29		728788
ANKRD20A21P			102723552
ANKRD22		403	118932
ANKRD23		403	200539
ANKRD24		403	170961
ANKRD26	THC2	403	22852
ANKRD26P1			124149
ANKRD26P2			646929
ANKRD26P3	LINC00414		100101938
ANKRD26P4			100873882
ANKRD27		1835|928|403	84079
ANKRD28		1691|694|699|1491|403	23243
ANKRD29		403	147463
ANKRD30A		403	91074
ANKRD30B		403|1691	374860
ANKRD30BL	NCRNA00164|ANKRD30BP3	403	554226
ANKRD30BP1	C21orf110|ANKRD30BP		642460
ANKRD30BP2	C21orf99		149992
ANKRD30BP3			338579
ANKRD31		403	256006
ANKRD33	C12orf7	403	341405
ANKRD33B		403	651746
ANKRD33B-AS1		1987	<NA>
ANKRD33B-IT1			<NA>
ANKRD33BP1			100419920
ANKRD33BP2			100129384
ANKRD33BP3			100507606
ANKRD33BP4			100652976
ANKRD33BP5			100287028
ANKRD33BP6			100507561
ANKRD33BP7			100420024
ANKRD33BP8			100420021
ANKRD33BP9			100420025
ANKRD33BP10			100420022
ANKRD34A	ANKRD34	403	284615
ANKRD34B		403	340120
ANKRD34C		403	390616
ANKRD34C-AS1		1987	729911
ANKRD35		403	148741
ANKRD36		403	375248
ANKRD36B	KIAA1641	403	57730
ANKRD36BP1	ANKRD26L1|ANKRD36BL1		84832
ANKRD36BP2			645784
ANKRD36C		403	400986
ANKRD36P1			100132420
ANKRD36P2			<NA>
ANKRD37		403	353322
ANKRD39		403	51239
ANKRD39P1			100124373
ANKRD40		403	91369
ANKRD40CL	C17orf73|LINC00483		55018
ANKRD42		694|403	338699
ANKRD42-DT		1990	100506282
ANKRD44		403|699	91526
ANKRD44-AS1		1987	101927596
ANKRD44-DT		1990	105373824
ANKRD44-IT1		1989	101927547
ANKRD45		403	339416
ANKRD46		403	157567
ANKRD49		403	54851
ANKRD49P1			100419814
ANKRD49P2			<NA>
ANKRD49P3			391834
ANKRD49P4			100130680
ANKRD50		403	57182
ANKRD52		403|699	283373
ANKRD53		403	79998
ANKRD54		403|1691	129138
ANKRD54P1			100419962
ANKRD55		403	79722
ANKRD60	C20orf86	403	140731
ANKRD61		403	100310846
ANKRD62		403	342850
ANKRD62P1			<NA>
ANKRD62P1-PARP4P3			23783
ANKRD63		403	100131244
ANKRD65		403	441869
ANKRD65-AS1		1987	105378585
ANKRD66		403	100287718
ANKS1A	ANKS1	403|760	23294
ANKS1B		760|403	56899
ANKS3		403|760	124401
ANKS4B		403|760	257629
ANKS6	SAMD6|ANKRD14	403|760	203286
ANKUB1	C3orf16	403	389161
ANKZF1		28|403	55139
ANLN		682	54443
ANO1	ORAOV2|TMEM16A	865	55107
ANO1-AS1		1987	<NA>
ANO2	C12orf3|TMEM16B	865	57101
ANO3	C11orf25|TMEM16C	865	63982
ANO3-AS1		1987	105376599
ANO4	TMEM16D	865	121601
ANO5	TMEM16E|LGMD2L	865	203859
ANO6	TMEM16F	865	196527
ANO7	PCANAP5|TMEM16G	865	50636
ANO7L1	TMEM16M|C1orf224|ANO7P1		101927546
ANO8	KIAA1623|TMEM16H	865	57719
ANO9	TP53I5|TMEM16J	865	338440
ANO10	TMEM16K	865	55129
ANOP1			<NA>
ANOS1	KAL|ADMLX|KAL1	361|555	3730
ANOS2P	ADMLY|KALP		3734
ANP			<NA>
ANP32A	C15orf1	1658|1659|27|1691	8125
ANP32A-IT1	C15orf28|NCRNA00321	1989	80035
ANP32AP1			723972
ANP32B		27	10541
ANP32BP1			646791
ANP32BP2			100130708
ANP32BP3			100652899
ANP32CP	ANP32C	27	23520
ANP32D		27	23519
ANP32E		27	81611
ANPEP	CD13|PEPN	104|471|1437	290
ANPRA			<NA>
ANPRB			<NA>
ANPRC			<NA>
ANT1			<NA>
ANT2			<NA>
ANT3			<NA>
ANTKMT	C16orf24|FAM173A	2056	65990
ANTP2			<NA>
ANTP3			<NA>
ANTP4			<NA>
ANTXR1		1691	84168
ANTXR2			118429
ANTXRL			195977
ANTXRLP1			100996567
ANX1			<NA>
ANX2			<NA>
ANX2L1			<NA>
ANX2L2			<NA>
ANX2L3			<NA>
ANX2L4			<NA>
ANX2LG			<NA>
ANX2P1			<NA>
ANX2P2			<NA>
ANX2P3			<NA>
ANX3			<NA>
ANX4			<NA>
ANX5			<NA>
ANX6			<NA>
ANX7			<NA>
ANX8			<NA>
ANX11			<NA>
ANX13			<NA>
ANX31			<NA>
ANXA1	ANX1|LPC1	404|542	301
ANXA2	ANX2|ANX2L4|CAL1H|LPC2D	404	302
ANXA2P1	LPC2A|ANX2P1|ANX2L1		303
ANXA2P2	ANX2P2|ANX2L2|LPC2B		304
ANXA2P3	ANX2P3|ANX2L3|LPC2C		305
ANXA2R	C5orf39		389289
ANXA2R-AS1		1987	153684
ANXA2R-OT1		1988	648987
ANXA3	ANX3	404	306
ANXA4	ANX4	404	307
ANXA5	ENX2|ANX5	404	308
ANXA6	ANX6	404	309
ANXA7	ANX7	404	310
ANXA8	ANX8	404	653145
ANXA8L1	ANXA8L2	404	728113
ANXA8L2			<NA>
ANXA9	ANX31	404	8416
ANXA10		404	11199
ANXA11	ANX11	404	311
ANXA13	ANX13	404	312
AOAH			313
AOAH-IT1		1989	100874264
AOC1	ABP1|ABP		26
AOC2			314
AOC3			8639
AOC4P			90586
AOM			<NA>
AOP1			<NA>
AOPEP	C9orf3	1437|1691	84909
AOX1		2258	316
AOX2P	AOX2		344454
AOX3P			107126360
AOX3P-AOX2P			107161151
AP1AR	C4orf16		55435
AP1AR-DT		1990	<NA>
AP1B1	ADTB1|CLAPB2	1493|1691|1835|1671	162
AP1B1P1	ADTB1L1		23782
AP1B1P2	ADTB1L2		23781
AP1G1	CLAPG1|ADTG	1671|1493|1835	164
AP1G2		1671|1493	8906
AP1G2-AS1		1987	102724814
AP1M1		1671	8907
AP1M2		1671	10053
AP1M2P1			645388
AP1S1	CLAPS1|EKV3	1671|1691	1174
AP1S2	MRX59|MRXS5|PGS	1671	8905
AP1S2P1			<NA>
AP1S3		1671	130340
AP2A1	CLAPA1|ADTAA	1672|1691|1493	160
AP2A2	CLAPA2|ADTAB	1493|1672	161
AP2B1	ADTB2|CLAPB1	1672|1493	163
AP2B1P1			401602
AP2M1	CLAPM1	1672	1173
AP2S1	CLAPS2|HHC3	1672	1175
AP3B1		1673|1493	8546
AP3B2		1493|1673	8120
AP3D1		1673|1493	8943
AP3M1		1673	26985
AP3M2		1673	10947
AP3S1	CLAPS3	1673	1176
AP3S1P1			100289381
AP3S2		1673|1691	10239
AP4B1	SPG47	1493|1674	10717
AP4B1-AS1		1987	100287722
AP4E1		1674|1493	23431
AP4M1		1674	9179
AP4S1		1674	11154
AP5B1		1675|1492	91056
AP5M1	C14orf108|MUDENG	1675	55745
AP5S1	C20orf29	1675	55317
AP5Z1	KIAA0415	1675|1492	9907
APAF1		1341|959|362	317
APAH1			<NA>
APBA1	MINT1	1220	320
APBA2	X11L|MINT2	1220	321
APBA3		1220	9546
APBB1	RIR		322
APBB1IP		682	54518
APBB2			323
APBB3		1691	10307
APC		694|409	324
APC2		409	10297
APCDD1			147495
APCDD1L			164284
APCDD1L-DT	APCDD1L-AS1	1990	149773
APCS		1143	325
APECED			<NA>
APEH	D3F15S2|DNF15S2|D3S48E		327
APELA		542	100506013
APEX1	APEX	1659|1687	328
APEX2		135	27301
APH1A			51107
APH1B			83464
API1			<NA>
API2			<NA>
API3			<NA>
API4			<NA>
API5		1492	8539
API5P1	API5L1		642812
API5P2			728664
API6			<NA>
APIP			51074
APLF	C2orf13	26	200558
APLN		1902	8862
APLNR	AGTRL1		187
APLP1			333
APLP2	APPL2		334
APMAP	C20orf3		57136
APNH			<NA>
APOA1		405	335
APOA1-AS		1987	104326055
APOA2		405	336
APOA4		405	337
APOA5		405	116519
APOAL			<NA>
APOB		405	338
APOBEC1		406	339
APOBEC2		406	10930
APOBEC3A		406	200315
APOBEC3A_B		406	100913187
APOBEC3AP1			<NA>
APOBEC3B		406|870	9582
APOBEC3B-AS1		1987	<NA>
APOBEC3C		406	27350
APOBEC3D	APOBEC3E	406	140564
APOBEC3E	APOBEC3E		<NA>
APOBEC3F		406	200316
APOBEC3G		406	60489
APOBEC3H		406	164668
APOBEC4	C1orf169	406	403314
APOBER1			<NA>
APOBR			55911
APOC1		405	341
APOC1P1			342
APOC2		405	344
APOC3		405	345
APOC4		405	346
APOC4-APOC2			100533990
APOD		405|631	347
APOE	AD2	405	348
APOEL1			<NA>
APOF		405	319
APOH	B2G1	405|1179	350
APOJ			<NA>
APOL1	APOL	405	8542
APOL2		405	23780
APOL3		405	80833
APOL4		405	80832
APOL5		405	80831
APOL6		405	80830
APOLD1		1691	81575
APOM		405|631	55937
APONP			100419033
APOO	FAM121B	405|1616	79135
APOOL	CXorf33|FAM121A	1616	139322
APOOP1			100286948
APOOP2			100129005
APOOP3			100131528
APOOP4			100128725
APOOP5			644649
APP	AD1	542	351
APP-DT		1990	<NA>
APPAT	LINC02969	1992	100506123
APPBP2			10513
APPBP2-DT		1990	120017341
APPL	APPL1		<NA>
APPL1		1291	26060
APPL2			<NA>
APPL2		1291	55198
APR			<NA>
APRG1	C3orf35	1992	339883
APRT			353
APS			<NA>
APT1			<NA>
APT1LG1			<NA>
APTR	RSBN1L-AS1	1992	100505854
APTX	AXA1	1811	54840
APY			<NA>
AQP1	CO	305|454	358
AQP2		305	359
AQP2L			<NA>
AQP3		305|454	360
AQP4		305	361
AQP4-AS1	C18orf16|CHST9-AS1	1987	147429
AQP5		305	362
AQP5-AS1		1987	101927318
AQP6	AQP2L	305	363
AQP7	AQP7L	305	364
AQP7B			100509620
AQP7L			<NA>
AQP7P1			375719
AQP7P2			389756
AQP7P3			441432
AQP7P4			100132938
AQP7P5			102724655
AQP8		305	343
AQP9		305	366
AQP10		305	89872
AQP11		305	282679
AQP12A	AQP12	305	375318
AQP12B	INSSA3	305	653437
AQR		1507|1508|1510|1516|1169	9716
AR	DHTR|SBMA	2076	367
ARA			<NA>
ARAF	ARAF1	1157|654	369
ARAFP1			100421741
ARAFP2	ARAF2|ARAFPS|ARAF2P		644000
ARAFP3	ARAF3P		285893
ARAP1	CENTD2	682|403|395|760	116985
ARAP1-AS1		1987	<NA>
ARAP1-AS2		1987	100506020
ARAP2	CENTD1	403|395|760|682	116984
ARAP3	CENTD3	682|403|395|760	64411
ARB2A	C5orf21|FAM172A	1691	83989
ARB2BP	FAM172B|FAM172BP		131909
ARC		1411	23237
ARCN1	COPD	1917	372
ARCN2			<NA>
AREG	SDGF|AREGB	542	374
AREGB			<NA>
AREL1	KIAA0317	1959	9870
ARF1		542|357|1691	375
ARF1P1			442334
ARF1P2			100420012
ARF1P3			442396
ARF2	ARF2		<NA>
ARF2P			108489980
ARF3		357	377
ARF4	ARF2	357	378
ARF4-AS1		1987	106144532
ARF4P1	ARF4P		380
ARF4P2			170485
ARF4P3			390423
ARF4P4			100129023
ARF4P5			100316867
ARF5		357	381
ARF6		357	382
ARFGAP1	ARF1GAP	1691|395	55738
ARFGAP2	ZNF289	395	84364
ARFGAP3	ARFGAP1	395	26286
ARFGEF1		1947|1492	10565
ARFGEF1-DT		1990	102724708
ARFGEF2		396|1947|1492	10564
ARFGEF3	C6orf92|KIAA1244	1947|1492|694	57221
ARFIP1		1921	27236
ARFIP2		1921	23647
ARFRP1		357	10139
ARG1			383
ARG2			384
ARGFX		521	503582
ARGFXP1		521	503583
ARGFXP2		521	503640
ARGLU1			55082
ARGLU1-DT	LINC00551	1990	283483
ARH6			<NA>
ARH12			<NA>
ARHGAP1		721|1299	392
ARHGAP4		1923|1288	393
ARHGAP5	GFI2	721	394
ARHGAP5-AS1	C14orf128	1987	84837
ARHGAP6		721|1691	395
ARHGAP8		1299|721	23779
ARHGAP9		682|721	64333
ARHGAP10		1923|1691	79658
ARHGAP11A		721	9824
ARHGAP11A-DT		1990	101928042
ARHGAP11A-SCG5			114118903
ARHGAP11B	FAM7B1	721	89839
ARHGAP11B-DT		1990	102725021
ARHGAP12		682|721	94134
ARHGAP15		682|721	55843
ARHGAP15-AS1		1987	105373654
ARHGAP16P	ARHGAP15P	721	319102
ARHGAP17		1923|1289	55114
ARHGAP18		721	93663
ARHGAP19		721	84986
ARHGAP19-SLIT1			100533184
ARHGAP20		721	57569
ARHGAP21		1220|682|721	57584
ARHGAP22		682|721	58504
ARHGAP22-IT1		1989	100689073
ARHGAP23		1220|682|721	57636
ARHGAP23P1			<NA>
ARHGAP24		1691|682|721	83478
ARHGAP25		682|721	9938
ARHGAP26		1923	23092
ARHGAP26-AS1		1987	<NA>
ARHGAP26-IT1		1989	<NA>
ARHGAP27	SH3D20	682|721	201176
ARHGAP27P1			146880
ARHGAP27P1-BPTFP1-KPNA2P3			109286553
ARHGAP27P2			440461
ARHGAP28		721	79822
ARHGAP28-AS1		1987	101927168
ARHGAP29		1923	9411
ARHGAP29-AS1		1987	107985092
ARHGAP30		721	257106
ARHGAP31		721	57514
ARHGAP31-AS1		1987	<NA>
ARHGAP32		721	9743
ARHGAP33	SNX26	721	115703
ARHGAP35	GRLF1	721	2909
ARHGAP36		721	158763
ARHGAP39		721	80728
ARHGAP40	C20orf95	721	343578
ARHGAP42	TMEM133	1923	143872
ARHGAP42-AS1		1987	100128386
ARHGAP42P1			<NA>
ARHGAP42P2			100130693
ARHGAP42P3	OPHN1P1		266698
ARHGAP42P4			254398
ARHGAP42P5			100128514
ARHGAP44		1289|1923	9912
ARHGAP44-AS1		1987	100128006
ARHGAP45	HMHA1	1923|1288|870	23526
ARHGDIA	GDIA1		396
ARHGDIB	RAP1GN1|GDIA2|GDID4	542|870	397
ARHGDIG			398
ARHGEF1		722	9138
ARHGEF2		722|682|1691	9181
ARHGEF2-AS1		1987	107985210
ARHGEF2-AS2		1987	107985209
ARHGEF3		722	50650
ARHGEF3-AS1		1987	100874200
ARHGEF4		722|682	50649
ARHGEF4-AS1		1987	<NA>
ARHGEF5		722	7984
ARHGEF6	MRX46	682|722	9459
ARHGEF7		682|722	8874
ARHGEF7-AS1		1987	<NA>
ARHGEF7-AS2		1987	100874238
ARHGEF7-IT1		1989	<NA>
ARHGEF9		722|682	23229
ARHGEF9-IT1		1989	<NA>
ARHGEF10		722	9639
ARHGEF10L		722	55160
ARHGEF11		722|1691|1220	9826
ARHGEF12		722|1220	23365
ARHGEF15		722	22899
ARHGEF16		682|722	27237
ARHGEF17		722	9828
ARHGEF17-AS1		1987	100287837
ARHGEF18		682|722	23370
ARHGEF18-AS1		1987	<NA>
ARHGEF19		722	128272
ARHGEF19-AS1		1987	<NA>
ARHGEF25		722	115557
ARHGEF26		722|682	26084
ARHGEF26-AS1		1987	100507524
ARHGEF28		722	64283
ARHGEF28P1			<NA>
ARHGEF33		722	100271715
ARHGEF34P		722	728377
ARHGEF35	ARHGEF5L	722	445328
ARHGEF35-AS1		1987	101928605
ARHGEF37		1924|722	389337
ARHGEF38		1924|722	54848
ARHGEF38-IT1		1989	<NA>
ARHGEF39	C9orf100	722	84904
ARHGEF40		722	55701
ARID1A	C1orf4|SMARCF1	1492|418|1604	8289
ARID1B		1492|418|1604	57492
ARID2		1605|1492|418	196528
ARID3A	DRIL1	418	1820
ARID3B		418	10620
ARID3BP1			646555
ARID3C		418	138715
ARID4A	RBBP1	418	5926
ARID4B	RBP1L1	418|1691	51742
ARID4B-IT1			<NA>
ARID5A		418	10865
ARID5B		418	84159
ARIH1		1391	25820
ARIH2		1391	10425
ARIH2OS	C3orf71	1992	646450
ARIH2P1	ARIH2P		390844
ARK2C	RNF165	58	494470
ARK2N	C18orf25		147339
ARL1		357	400
ARL2		357|1691	402
ARL2-SNX15			100528018
ARL2BP	RP66		23568
ARL2BPP1			399666
ARL2BPP2	ARL2BPL		643898
ARL2BPP3			646879
ARL2BPP4			100130265
ARL2BPP5			100874420
ARL2BPP6			100874421
ARL2BPP7			100131629
ARL2BPP8			100131784
ARL2BPP9			100421675
ARL2BPP10			100874449
ARL3		357	403
ARL4A	ARL4	357	10124
ARL4AP1	ARL4B|ARL4P		387684
ARL4AP2	ARL4P2		152709
ARL4AP3			107984161
ARL4AP4			100420471
ARL4AP5			101928788
ARL4C	ARL7	357	10123
ARL4D	ARF4L	357	379
ARL5A	ARL5	357	26225
ARL5AP1			641382
ARL5AP2			641380
ARL5AP3			<NA>
ARL5AP4			641379
ARL5AP5			641378
ARL5B	ARL8	357	221079
ARL5B-AS1			<NA>
ARL5C	ARL12	357	390790
ARL6	BBS3	357	84100
ARL6IP1	ARL6IP		23204
ARL6IP1P1	ARL6IPP1		100288702
ARL6IP1P2			646348
ARL6IP1P3			729790
ARL6IP4			51329
ARL6IP5		1144	10550
ARL6IP6			151188
ARL8A	ARL10B	357	127829
ARL8B	ARL10C	357	55207
ARL8BP1			<NA>
ARL8BP2			100131223
ARL9		357	132946
ARL10	ARL10A	357|1691	285598
ARL11		357	115761
ARL13A	ARL13	357	392509
ARL13B	ARL2L1	357	200894
ARL14	ARF7	357	80117
ARL14EP	C11orf46		120534
ARL14EP-DT		1990	105376607
ARL14EPL			644100
ARL14EPP1			107985793
ARL15	ARFRP2	1691|357	54622
ARL16		357	339231
ARL17A	ARF1P2|ARL17P1	357|2293	51326
ARL17B	ARL17	2293|357	100506084
ARLNC1	LINC02170	1992	100996425
ARMC1		409	55156
ARMC2		409	84071
ARMC2-AS1		1987	<NA>
ARMC3		409	219681
ARMC5		409	79798
ARMC6		409	93436
ARMC7		409	79637
ARMC8		1561|409	25852
ARMC8P1			100130871
ARMC9		409|1691	80210
ARMC10		409	83787
ARMC10P1			389137
ARMC12	C6orf81	409	221481
ARMCX1		409	51309
ARMCX2		409	9823
ARMCX3		409	51566
ARMCX3-AS1		1987	100128574
ARMCX4	CXorf35	409	100131755
ARMCX5		409	64860
ARMCX5-GPRASP2			100528062
ARMCX6		409	54470
ARMCX7P			653354
ARMD1	ARMD1		<NA>
ARMH1	NCRNA00082|C1orf228	1492	339541
ARMH2	C6orf229	1492	101928603
ARMH3	C10orf76	1492	79591
ARMH4	C14orf37	1492	145407
ARMS2			387715
ARMT1	C6orf211		79624
ARNILA		1992	<NA>
ARNT		420|2127	405
ARNT2		420|2127|1691	9915
ARNT2-DT		1990	101929560
ARP1			<NA>
ARPC1A		39|362	10552
ARPC1AP1			100422044
ARPC1AP2			204800
ARPC1AP3			260421
ARPC1AP4			260422
ARPC1B		362|39	10095
ARPC1BP1			100288663
ARPC2		39	10109
ARPC3		39	10094
ARPC3P1	ARPC3B		87171
ARPC3P2			391160
ARPC3P3			729494
ARPC3P4			100421973
ARPC3P5			441131
ARPC4		39	10093
ARPC4-TTLL3			100526693
ARPC5		39	10092
ARPC5L		39	81873
ARPIN	C15orf38		348110
ARPIN-AP3S2	C15orf38-AP3S2		100526783
ARPP19			10776
ARPP19P1			646227
ARPP19P2			643896
ARPP21		1691	10777
ARPP21-AS1		1987	<NA>
ARR1			<NA>
ARR3		1312	407
ARRB1	ARR1	1312|1691	408
ARRB2	ARR2	1312	409
ARRDC1		1311	92714
ARRDC1-AS1	C9orf37	1987	85026
ARRDC2		1311	27106
ARRDC3		1311	57561
ARRDC3-AS1		1987	100129716
ARRDC4		1311	91947
ARRDC5		1311	645432
ARSA		410	410
ARSB		410	411
ARSC1			<NA>
ARSC2	ARSC	410	413
ARSD		410	414
ARSD-AS1		1987	100506356
ARSDP1	ARSDP		10034
ARSF		410	416
ARSFP1	ARSFP		23757
ARSG		410	22901
ARSH		410	347527
ARSI		410	340075
ARSJ		410	79642
ARSK		410	153642
ARSL	CDPX|CDPX1|ARSE	410	415
ARSLP1	ARSEP|ARSEP1		10033
