Symbol	ComplexName
MTNR1B	MT1-MT2 complex|MTNR1B homodimer complex|RSG20-MT1-MT2 complex
MTOR	TM4SF5-mTOR-SLC38A9 complex|mTOR complex (MTOR, RAPTOR)|mTOR2 complex (MTOR, RICTOR, MLST8)|mTORC1 complex (MLST8, MTOR, RAPTOR)|mTORC1-PRAS40 complex|mTORC2 complex  (MAPKAP1, MLST8, MTOR, RICTOR)|mTORC2 complex (PROTOR1)|mTORC2 complex (PROTOR2)
MTREX	C complex spliceosome|MTR4-RBM7-ZCCHC8 complex|MTREX-ZFC3H1 complex|Spliceosome, E complex
MTX1	MIB complex, mitochondrial|MIB subcomplex (DNAJC11, MTX1), mitochondrial|Metaxin complex (MTX1, MTX2), mitochondrial|Mitofilin complex, mitochondrial
MTX2	MIB complex, mitochondrial|MIB subcomplex (MTX2, MTX3, SAMM50), mitochondrial|Metaxin complex (MTX1, MTX2), mitochondrial|Mitofilin complex, mitochondrial
MTX3	MIB complex, mitochondrial|MIB subcomplex (MTX2, MTX3, SAMM50), mitochondrial
MUC1	GRB2-MUC1-SOS1 complex|MUC1-RELA complex|MUC1-SH3KBP1 complex
MUS81	CDS1 -MUS81 complex|EME1-MUS81 complex
MUSK	COLQ-MUSK complex
MVB12B	MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37A complex|MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37B complex|MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37C complex|MVB12B-PDCD6-PDCD6IP-TSG101-VPS28-VPS37D complex
MXD1	MAD-MAX complex|MAD1-mSin3A-HDAC2 complex
MXI1	BP-SMAD complex
MYBBP1A	B-WICH complex|Nop56p-associated pre-rRNA complex
MYBL2	LIN9-BMYB complex|LINC complex, S-phase|MYBL2-LIN9-LIN37-LIN52-LIN54 complex
MYC	MYC-DNMT3A-ZBTB17 complex|MYC-MAX complex|MYC-MAX-KAT2A-TRRAP complex|MYC-TRRAP-KAT2A complex|TFAP2C-Myc-KDM5B complex|YAP-cMYC complex|c-MYC-ATPase-helicase complex
MYCBP	AKAP1-MAATS1-MYCBP-PRKAR2B complex|AMY-1-S-AKAP84-RII-beta complex
MYCBPAP	CA9-MYCBPAP complex
MYCN	ALYREF-MYCN complex|AURKA-MYCN complex|HDAC1-MYCN-SP1 complex|HDAC2-MYCN-SP1 complex|KDM1A-MYCN complex|MYCN-SIRT1 complex|MYCN-SP1-ZBTB17 complex
MYD88	DOCK8-MYD88-PTK2B complex|IL1R1-IL1RAP-IRAK1-MYD88 complex|IL1R1-IL1RAP-IRAK1-MYD88-TOLLIP complex|IRAK1-IRAK4-MYD88-PELI1-TRAF6 complex|IRAK1-MYD88-SYK-TLR4 complex|IRAK2-IRAK4-MYD88 complex|IRAK4-MYD88 complex|IRF7-MYD88 complex|IRF7-MYD88-TRAF6 complex|MYD88-TIRAP-TLR4 complex|MYD88-TLR4 complex|MyD88-SYK-TLR4 complex
MYH10	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
MYH9	CD4 receptor complex|Emerin complex 1|WIP-WASp-actin-myosin-IIa complex
MYL12A	WIP-WASp-actin-myosin-IIa complex
MYL6	WIP-WASp-actin-myosin-IIa complex
MYLK	c-Abl-cortactin-nmMLCK complex
MYO1C	B-WICH complex
MYO1E	Emerin complex 1
MYO5A	DLC1-DLGAP1-MYO5A complex
MYO5B	CART complex|MYO5B-RAB11A-RAB11FIP2 complex
MYO7A	MYO7A-PDZD7 complex
MYOCD	Ternary complex (GATA4, MYOCD, SRF)
MYOD1	CREBBP-KAT2B-MYOD1 complex|MYOD1-TEAD4-VGLL4 complex
MYOM1	MYOM1 homodimer complex
MYSM1	KAT2B-KIF11-MYSM1 complex
N4BP2	UTX-MLL2/3 complex
NAA10	HYPK-NAA10-NAA15 complex|NAA10-NAA15 complex|NAA10-NAA15_NAA50 complex|NAA10-NAA16 complex
NAA15	HYPK-NAA10-NAA15 complex|Ku antigen-NARG1 complex|NAA10-NAA15 complex|NAA10-NAA15_NAA50 complex
NAA16	NAA10-NAA16 complex
NAA20	NAA20-NAA25 complex
NAA25	NAA20-NAA25 complex
NAA30	NAA30-NAA35-NAA38 complex
NAA35	NAA30-NAA35-NAA38 complex
NAA38	NAA30-NAA35-NAA38 complex
NAA50	NAA10-NAA15_NAA50 complex
NABP1	INIP-INTS3-NABP1 complex
NABP2	INIP-INTS3-NABP2 complex
NACA	NACA-BTF3 complex
NAE1	APPBP1-UBA3 complex
NAIP	NAIP-CASP9 complex|NAIP-NLRC4 inflammasome|NIAP homotetramer complex
NALCN	NALCN-UNC79-UNC80 complex
NANOG	GJB2-PTK2-NANOG complex
NAP1L1	Nop56p-associated pre-rRNA complex
NASP	ASF1-histone containing complex|Histone H3.1 complex|Histone H3.3 complex
NBAS	NBAS-RINT1-ZW10 complex|NBAS-RINT1-ZW10-ZWILCH complex
NBN	ATM-NBN complex|BASC complex (BRCA1-associated genome surveillance complex)|BRCA1-BARD1-BACH1-DNA damage complex II|BRCA1-RAD50-MRE11-NBS1 complex|DNA double-strand break end-joining complex|MCM8-MCM9-MRE11A-NBN-RAD50 complex|MDC1-MRE11-RAD50-NBS1 complex|MDC1-MRN-ATM-FANCD2 complex|MRE11A-RAD50-NBN-TRF2 complex|MRN complex|MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)|MRNIP-MRE11-NBN-RAD50 complex|NBN\u2013RNF8-VRK1 complex|NBS1-VRK1 complex|PTIP-DNA damage response complex|RAD50-MRE11-NBN-p200-p350 complex
NBR1	MAP2K4-MAP3K3-NBR1 complex
NCAPD2	Condensin I complex|Condensin I-PARP-1-XRCC1 complex
NCAPD3	Condensin II|MCPH1-Condensin II complex
NCAPG	Condensin I complex|Condensin I-PARP-1-XRCC1 complex
NCAPG2	Condensin II|MCPH1-Condensin II complex
NCAPH	Condensin I complex|Condensin I-PARP-1-XRCC1 complex
NCAPH2	Condensin II|MCPH1-Condensin II complex
NCBP1	CBC complex (cap binding complex)|CBP80/20- dependent translation complex|NCBP-NIP1 complex|NCBP1-NCBP2-PHAX-RAN-XPO1 complex|NCBP1-NCBP3 complex|PHAX-CBC complex (cap binding complex)|Spliceosome, A complex|Spliceosome, E complex
NCBP2	CBC complex (cap binding complex)|CBP80/20- dependent translation complex|NCBP1-NCBP2-PHAX-RAN-XPO1 complex|PHAX-CBC complex (cap binding complex)|Spliceosome, A complex|Spliceosome, E complex
NCBP3	NCBP1-NCBP3 complex
NCF1	NADPH oxidase|NADPH oxidase, cytosolic subcomplex
NCF2	NADPH oxidase|NADPH oxidase, cytosolic subcomplex
NCF4	NADPH oxidase|NADPH oxidase, cytosolic subcomplex
NCK1	EIF2S1-NCK1-PPP1CA-PPP1R15B complex
NCKAP1	NCKAP1-WASF3 complex|NCKAP1-WASF3-RAC1 complex|Wave-2 complex
NCL	CD28-transactivation complex|DGCR8 multiprotein complex|DGCR8-NCL complex|Nop56p-associated pre-rRNA complex|POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex|RNA pol II containing coactivator complex Tat-SF|TLE1 corepressor complex (MASH1 promoter-corepressor complex)
NCLN	NCLN-NOMO1-TMEM147 complex
NCOA1	ESR1-TRAP/Mediator coactivator complex|ESR2-TRAP/Mediator coactivator complex|Estrogen receptor complex (ESR1, EP300, NCOA1)|MR-UBC9-SRC1 complex|NR3C2-UBC9-SRC-1 complex|SRA-SRC-1 ribonucleoprotein complex|SRC-1 complex
NCOA2	ESR1--EP300-NCOA2 complex|SRC-1 complex|SRC-3 complex
NCOA3	CHUK-ESR1-NCOA3 complex|ESR1-RELA-BCL3-NCOA3 complex|MAK-ACTR-AR complex|Multisubunit ACTR coactivator complex|RSmad complex|SRC-3 complex
NCOA6	ASCOM complex|MLL3 complex|MLL4 complex|NCOA6-DNA-PK-Ku-PARP1 complex|PTIP-HMT complex|UTX-MLL2/3 complex
NCOR1	HDAC3-H1.3-SMRT-N-Cor complex|KAISO-NCOR complex|NCOR complex|NCOR-HDAC3 complex|NCOR1 complex|NCOR2 complex|SKI-NCOR1-SIN3A-HDAC1 complex|SMAD2-SKI-NCOR complex|SMAD3-SKI-NCOR complex|SMAD4-SKI-NCOR complex
NCOR2	CBF1-HDAC1-SMRT complex|HDAC3-H1.3-SMRT-N-Cor complex|HERP1/HEY2-NCOR-SIN3A complex|NCOR-SIN3-HDAC-HESX1 complex|NCOR-SIN3-HDAC1 complex|NCOR-SIN3-RPD3 complex|NCOR2 complex|SMRT complex|SMRT core complex|SMRT-SKIP-CBF1 complex
NCR3	NCR3-CD247 complex
NCSTN	APH1A-PSEN1-NCSTN complex|APH1A-PSEN2-NCSTN complex|CD147-gamma-secretase complex|Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)|Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)|Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)|Gamma-secretase complex (APH1B, PSEN1, PSENEN, NCSTN)|Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)|Gamma-secretase-Delta1 complex
NDC1	Nuclear pore complex
NDC80	KNL1-MIS12-NDC80-SPC24-ZWINT complex|NDC80 kinetochore complex|NDC80-ZW10-ZWINT complex
NDE1	MCRS1-NDE1 complex
NDFIP1	ITCH-MAP3K7-NDFIP1 complex|ITCH-NDFIP1-UBE2L3 complex|NDFIP1-NDFIP2 complex|NDFIP1-NEDD4L-SLC11A2 complex
NDFIP2	NDFIP1-NDFIP2 complex
NDP	Norrin receptor complex
NDUFA1	Ecsit complex (ECSIT, MT-CO2, MT-ND1, NDUFA1, NDUFAF1, TRAF6)|Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFA10	Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial
NDUFA11	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFA12	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFA13	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFA2	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFA3	Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFA4	Cytochrome c oxidase including assembly factors (COX, PET100, PET117, MR-1S)|Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFA5	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFA6	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial
NDUFA7	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFA8	Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFA9	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial|Respiratory chain complex I (intermediate IV/310kD), mitochondrial|Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial
NDUFAB1	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFAF1	Ecsit complex (ECSIT, GAPDH, MT-CO2, NDUFAF1, TRAF6)|Ecsit complex (ECSIT, MT-CO2, MT-ND1, NDUFA1, NDUFAF1, TRAF6)|Ecsit complex (ECSIT, NDUFS3, NDUFAF1)|Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (incomplete NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (incomplete intermediate ND1, ND2, ND3, CIA30 assembly), mitochondrial
NDUFB1	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB10	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB11	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB2	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB3	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB4	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB5	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB6	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial
NDUFB7	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFB8	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial
NDUFB9	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFC1	Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFC2	Respiratory chain complex I (beta subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial
NDUFS1	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFS2	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial|Respiratory chain complex I (intermediate IV/310kD), mitochondrial|Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFS3	ECSIT complex (ECSIT, NDUFS3, TOMM20)|Ecsit complex (ECSIT, NDUFS3, NDUFAF1)|Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (intermediate I/200kD and III/250kD), mitochondrial|Respiratory chain complex I (intermediate IV/310kD), mitochondrial|Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFS4	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (intermediate II/230kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFS5	Respiratory chain complex I (gamma subunit), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial
NDUFS6	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFS7	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial|Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (intermediate II/230kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFS8	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFV1	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFV2	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (intermediate II/230kD), mitochondrial|Respiratory chain complex I (intermediate VII/650kD), mitochondrial|Respiratory chain complex I (intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NDUFV3	Respiratory chain complex I (holoenzyme), mitochondrial|Respiratory chain complex I (incomplete intermediate), mitochondrial|Respiratory chain complex I (lambda subunit), mitochondrial
NECAB3	NCBP-NIP1 complex
NECTIN1	NECTIN1-PDZD11 complex
NECTIN3	PDZD11-nectin3 complex
NEDD4	NEDD4-PI4K2A complex|PI4K2A-WASH complex
NEDD4L	NDFIP1-NEDD4L-SLC11A2 complex
NEDD8	NEDD8-NUB1-NPLOC4-UFD1L complex|Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1)
NEDD9	SMAD3-HEF1-APC10-CDH1 complex
NEIL1	DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1
NEIL2	DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1
NEK1	CFAP410-NEK1-SPATA7 complex
NEK10	MAP2K1-NEK10-RAF1 complex
NEK11	NEK2-NEK11 complex
NEK2	NEK2-NEK11 complex|NEK2-SAV1-STK3 complex
NEK7	NEK7-NLRP3 inflammasome
NEK8	ANKS6-NEK8-INVS-NPHP3 complex|NEK8-WWTR1 complex
NEK9	FACT-NEK9 complex
NELFA	NELF complex
NELFB	NELF complex
NELFCD	NELF complex
NELFE	NELF complex
NEU1	Cathepsin A-beta-galactosidase-neuraminidase complex|GALNS-lysosomal hydrolase 1.27 MDa complex|MMP9-NEU1-TLR7 complex
NEURL4	E6AP-HERC2-MAPK6-NEURL4 complex
NF2	AMOT-MPP5-NF2-PATJ complex|GRB2-MED28-NF2 complex|NF2-WWC1 complex
NFAT5	NFAT5-WWTR1 complex
NFATC2	NFAT-JUN-FOS DNA-protein complex
NFE2L1	DLD-NFE2L1-RAN complex|EglN2-NRF1-PGC1alpha complex
NFE2L2	KEAP1-NRF2 complex|KEAP1-NRF2-PGAM5 complex
NFE4	NFE4-TFCP2 complex
NFKB1	ABIN2-NFKB1-MAP3K8 complex|ANKRD1-NFKB1 complex|CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex|NF(kappa)B p50-p65 complex|NF(kappa)B p50-p65-IKBA complex|NFKB1-NFKB2-REL-RELA-RELB complex|NFKB1-NFKB2-RELA-RELB complex|NFKB1-RELA-UXT complex|NFKB1-STAT3 complex|TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)|TNF-alpha/NF-kappa B signaling complex 5|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)|hs4 enhancer complex (faster migrating complex)
NFKB2	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex|NFKB1-NFKB2-REL-RELA-RELB complex|NFKB1-NFKB2-RELA-RELB complex|NFKB2(p49)-RELA-SP1 complex|TNF-alpha/NF-kappa B signaling complex (CHUK, BTRC, NFKB2, PPP6C, REL, CUL1, IKBKE, SAPS2, SAPS1, ANKRD28, RELA, SKP1)|TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)|TNF-alpha/NF-kappa B signaling complex (SEC16A, CHUK, IKBKB, NFKB2, REL, IKBKG, MAP3K14, RELA, FBXW7, USP2)|TNF-alpha/NF-kappa B signaling complex 5|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)
NFKBIA	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex|IKB(alpha)-RELA-cREL complex|IkappaB kinase complex (IKBKB, CHUK, IKBKAP, NFKBIA, RELA, MAP3K14)|MURR1-NF(kappa)Bp65-IKBA complex|NF(kappa)B p50-p65-IKBA complex|TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)|Ubiquitin E3 ligase (NFKBIA, BTRC, CUL1, SKP1A)|Ubiquitin E3 ligase (NFKBIA, FBXW11, CUL1, SKP1A)
NFKBIB	IKB(beta)-RELA-cREL complex|TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)|TNF-alpha/NF-kappa B signaling complex 10|TNF-alpha/NF-kappa B signaling complex 5|TNF-alpha/NF-kappa B signaling complex 9|TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)
NFKBIE	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex|IKB(epsilon)-RELA-cREL complex|TNF-alpha/NF-kappa B signaling complex (CHUK, KPNA3, NFKB2, NFKBIB, REL, IKBKG,  NFKB1, NFKBIE, RELB,  NFKBIA, RELA, TNIP2)
NFRKB	INO80 chromatin remodeling complex
NFS1	FXN42-ISD11-ISCU-NFS1 complex|LYRM4-NFS1 complex
NFYA	CBF-DNA complex|NF-YA-LaminA complex|p32-CBF-DNA complex
NFYB	CBF-DNA complex|p32-CBF-DNA complex
NFYC	CBF-DNA complex|p32-CBF-DNA complex
NGDN	AATF-NGDN-NOL10 complex
NGF	NGF-TrkA complex|NGF-p75 complex|SORT1-NGFR-NGFB complex
NGFR	LINGO1-RTN4R-NGFR complex|NGF-p75 complex|Neurotrophin-3-p75 complex|SORT1-NGFR complex|SORT1-NGFR-NGFB complex
NGRN	NGRN complex
NHEJ1	DNA ligase IV-XRCC4-XLF complex|NHEJ1-XRCC4 complex|PAXX complex
NHLH2	E-box sequence-binding complex
NHLRC1	EPM2A-NHLRC1 complex
NHP2	H/ACA ribonucleoprotein complex|Telomerase holoenzyme
NIN	AUNIP-AURKA-NIN complex|Centriolar subdistal appendage
NINJ1	NINJ1 homo-oligomer complex
NIPBL	MAU2-NIPBL complex|NIPBL-RAD21-SMC1A complex
NISCH	NISCH-STK11 complex
NKX3-1	NK-3-Groucho complex|NK-3-Groucho-HIPK2-SIN3A-RbpA48-HDAC1 complex
NLGN1	NLGN1-NRXN1 complex
NLK	CHD7-NLK-PPARG-SETDB1 complex|STAT3-NLK-MAP3K7 complex
NLRC3	IQGAP1-NLRC3 complex
NLRC4	NAIP-NLRC4 inflammasome|NLRP3-NLRC4 inflammasome|SUG1-NLRC4-CASP8 complex
NLRP1	DPP9-NLRP1 complex|NLRP1 inflammasome|NLRP1 inflammasome (CASP5)|NLRP1-NOD2 inflammasome
NLRP12	NLRP12 inflammasome
NLRP14	BAG2-HSPA2-NLRP14 complex
NLRP2	Cardinal-NLRP2 inflammasome
NLRP3	Cardinal-NLRP3 inflammasome|NEK7-NLRP3 inflammasome|NLRP3 inflammasome|NLRP3-NLRC4 inflammasome|PANoptosome
NLRP5	KHDC3L-NLRP5-OOEP-TLE6 complex
NLRP6	NLRP6 inflammasome
NLRP7	NLRP7 inflammasome
NLRP9	DHX9-NLRP9-PYCARD complex
NMD3	NMD3-RAN-XPO1 complex
NME1	ANP32A-APEX1-HMG2-NME1-SET complex|BSG-JUP-NME1 complex|MIF-NME1 complex|NDPKA-AMPKalpha1 complex|Prune/Nm23-H1 complex
NMI	Emerin architectural complex|Emerin complex 24|Emerin complex 32|Emerin complex 52|Emerin-actin-NMI complex|Emerin-actin-NMI-(alphaII)spectrin complex|IFP35-NMI complex|NMI homodimer complex|NMI-POLR1B-RRN3 complex|NMI-RRN3 complex
NMNAT1	NMNAT1-RRP8-SIRT1 complex
NMNAT2	NMNAT2-HSP90 complex
NMRK2	ITGA7-ITGB1-ITGB1BP3 complex
NOD1	NOD1 homodimer complex
NOD2	NLRP1-NOD2 inflammasome|NOD2-RIPK2 complex
NOL10	AATF-NGDN-NOL10 complex
NOL11	NOL11-UTP4-WDR43 complex
NOL9	LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex|Rixosome
NOLC1	Nop56p-associated pre-rRNA complex
NOMO1	NCLN-NOMO1-TMEM147 complex
NONO	CAMK2-delta-MASH1 promoter-coactivator complex|HEXIM1-DNA-PK-paraspeckle components-ribonucleoprotein complex|IGFBP3-NONO-SFPQ complex|MASH1 promoter-coactivator complex|NONO-NR5A1 complex|NONO-NR5A1-SFPQ complex|NONO-SFPQ complex|TLE1 corepressor complex (MASH1 promoter-corepressor complex)|TOP1-PSF-P54 complex|p54(nrb)-PSF-matrin3 complex|snRNP-free U1A (SF-A) complex
NOP10	H/ACA ribonucleoprotein complex|Telomerase holoenzyme
NOP56	Nop56p-associated pre-rRNA complex
NOP58	Nop56p-associated pre-rRNA complex
NOS1	N-NOS-CHIP-HSP70-1 complex
NOS1AP	SCRIB-NOS1AP-VANGL1 complex
NOS2	iNOS-S100A8/A9 complex
NOS3	NOS3-CAV1 complex|NOS3-CAV1-NOSTRIN complex|NOS3-HSP90 complex, VEGF induced|NOS3-HSP90-AKT complex, VEGF induced|UTM-SGCE-DAG1-CAV1-NOS3 complex
NOSTRIN	NOS3-CAV1-NOSTRIN complex
NOTCH1	HES1 promoter-Notch enhancer complex|NOTCH1-RBPJ-SBNO1 complex|Notch1-p56lck-PI3K complex|RBP-Jkappa-Notch1 complex|RBPJ-NOTCH1-MAML1 complex|YY1-Notch1 complex|YY1-Notch1-RBP-Jkappa complex
NOTCH2	Notch2(N-TM)-Notch2(N-EC)-Delta complex
NOX1	NOX1-NOXA1-NOXO1-RAC1 complex
NOXA1	NOX1-NOXA1-NOXO1-RAC1 complex
NOXO1	NOX1-NOXA1-NOXO1-RAC1 complex
NPAS2	ARNTL-NPAS2 complex
NPBWR1	MC4R-NPBWR1 complex
