NCBI_Gene_ID	Approved_Symbol
10253	SPRY2
10280	SIGMAR1
10410	IFITM3
10481	HOXB13
10551	AGR2
1058	CENPA
10801	SEPTIN9
10804	GJB6
10859	LILRB1
11065	UBE2C
1129	CHRM2
115004	CGAS
1285	COL4A3
1308	COL17A1
1459	CSNK2A2
151	ADRA2B
1525	CXADR
1573	CYP2J2
1639	DCTN1
1829	DSG2
1871	E2F3
189	AGXT
203068	TUBB
2048	EPHB2
2205	FCER1A
2208	FCER2
2217	FCGRT
2277	VEGFD
22861	NLRP1
2328	FMO3
23314	SATB2
2357	FPR1
239	ALOX12
2494	NR5A2
2566	GABRG2
267012	DAOA
28996	HIPK2
3125	HLA-DRB3
3126	HLA-DRB4
3127	HLA-DRB5
3170	FOXA2
3280	HES1
3292	HSD17B1
3359	HTR3A
3423	IDS
3440	IFNA2
3454	IFNAR1
3516	RBPJ
3665	IRF7
3704	ITPA
389421	LIN28B
3918	LAMC2
3959	LGALS3BP
4036	LRP2
406979	MIR19A
407046	MIR9-1
4149	MAX
4267	CD99
4647	MYO7A
4654	MYOD1
4690	NCK1
4751	NEK2
477	ATP1A2
4928	NUP98
5062	PAK2
5074	PAWR
51280	GOLM1
51343	FZR1
5251	PHEX
5337	PLD1
54567	DLL4
55937	APOM
563	AZGP1
5710	PSMD4
5726	TAS2R38
5903	RANBP2
5966	REL
5976	UPF1
5997	RGS2
6121	RPE65
6240	RRM1
6580	SLC22A1
6613	SUMO2
6708	SPTA1
6773	STAT2
6872	TAF1
7051	TGM1
7074	TIAM1
7094	TLN1
712	C1QA
7178	TPT1
7185	TRAF1
7334	UBE2N
7391	USF1
7399	USH2A
7432	VIP
7704	ZBTB16
7846	TUBA1A
79444	BIRC7
8061	FOSL1
825	CAPN3
835	CASP2
8359	H4C1
83990	BRIP1
8529	CYP4F2
859	CAV3
8647	ABCB11
87	ACTN1
8766	RAB11A
90	ACVR1
9290	GPR55
930	CD19
9353	SLIT2
9536	PTGES
9588	PRDX6
9619	ABCG1
9641	IKBKE
977	CD151
9780	PIEZO1
1001	CDH3
10298	PAK4
10456	HAX1
1066	CES1
11197	WIF1
1374	CPT1A
1421	CRYGD
1495	CTNNA1
1583	CYP11A1
1630	DCC
1717	DHCR7
1736	DKC1
1896	EDA
1948	EFNB2
2010	EMD
201163	FLCN
2053	EPHX2
2274	FHL2
23385	NCSTN
23600	AMACR
24145	PANX1
2550	GABBR1
255239	ANKK1
2554	GABRA1
2571	GAD1
259	AMBP
2720	GLB1
27429	HTRA2
2744	GLS
2770	GNAI1
2911	GRM1
3020	H3-3A
3045	HBD
3248	HPGD
3398	ID2
3492	IGH
3562	IL3
3604	TNFRSF9
3609	ILF3
3738	KCNA3
3816	KLK1
3981	LIG4
4068	SH2D1A
4069	LYZ
406900	MIR106B
406904	MIR1-1
406959	MIR183
407000	MIR218-1
407026	MIR29C
407053	MIR96
412	STS
4502	MT2A
4535	MT-ND1
4638	MYLK
4738	NEDD8
4739	NEDD9
4841	NONO
4926	NUMA1
5029	P2RY2
5034	P4HB
50848	F11R
51083	GAL
52	ACP1
5338	PLD2
5339	PLEC
5360	PLTP
54205	CYCS
54901	CDKAL1
5518	PPP2R1A
5582	PRKCG
55869	HDAC8
55894	DEFB103B
5592	PRKG1
5605	MAP2K2
5629	PROX1
5660	PSAP
5697	PYY
57016	AKR1B10
5730	PTGDS
5732	PTGER2
574456	MIR497
57674	RNF213
5817	PVR
5873	RAB27A
5896	RAG1
5971	RELB
6097	RORC
6195	RPS6KA1
6241	RRM2
6277	S100A6
6326	SCN2A
6338	SCNN1B
6385	SDC4
6421	SFPQ
6440	SFTPC
6495	SIX1
654	BMP6
6608	SMO
6664	SOX11
6768	ST14
6770	STAR
6781	STC1
6789	STK4
6804	STX1A
6910	TBX5
6948	TCN2
70	ACTC1
7049	TGFBR3
7083	TK1
7170	TPM3
7222	TRPC3
7307	U2AF1
7376	NR1H2
7942	TFEB
79648	MCPH1
815	CAMK2A
8243	SMC1A
8313	AXIN2
85358	SHANK3
8554	PIAS1
8650	NUMB
885	CCK
8915	BCL10
896	CCND3
9378	NRXN1
9734	HDAC9
9846	GAB2
990	CDC6
9965	FGF19
10014	HDAC5
10075	HUWE1
101180976	IFNL4
10131	TRAP1
10159	ATP6AP2
10165	SLC25A13
10452	TOMM40
10468	FST
10498	CARM1
10661	KLF1
10666	CD226
10725	NFAT5
10747	MASP2
10856	RUVBL2
10911	UTS2
11035	RIPK3
11277	TREX1
116085	SLC22A12
1184	CLCN5
1192	CLIC1
1215	CMA1
123	PLIN2
1230	CCR1
1301	COL11A1
134	ADORA1
136	ADORA2B
148	ADRA1A
1511	CTSG
1584	CYP11B1
1593	CYP27A1
1643	DDB2
1644	DDC
1667	DEFA1
1759	DNM1
1827	RCAN1
1830	DSG3
1889	ECE1
200315	APOBEC3A
200316	APOBEC3F
2071	ERCC3
2235	FECH
226	ALDOA
2280	FKBP1A
22974	TPX2
2304	FOXE1
23135	KDM6B
23213	SULF1
23512	SUZ12
23532	PRAME
23643	LY96
23657	SLC7A11
2520	GAST
253260	RICTOR
2549	GAB1
2555	GABRA2
2572	GAD2
25913	POT1
26047	CNTNAP2
26121	PRPF31
26524	LATS2
27032	ATP2C1
2771	GNAI2
2796	GNRH1
2821	GPI
282618	IFNL1
2879	GPX4
29072	SETD2
2931	GSK3A
2969	GTF2I
3087	HHEX
3183	HNRNPC
3192	HNRNPU
3394	IRF8
34	ACADM
3426	CFI
3561	IL2RG
3587	IL10RA
3636	INPPL1
3640	INSL3
3672	ITGA1
3726	JUNB
3741	KCNA5
3836	KPNA1
3848	KRT1
3872	KRT17
388	RHOB
3916	LAMP1
396	ARHGDIA
3984	LIMK1
4005	LMO2
406892	MIR100
406901	MIR107
406919	MIR130A
407019	MIR27B
407037	MIR320A
407042	MIR34C
407048	MIR92A1
4205	MEF2A
4240	MFGE8
442890	MIR133B
442904	MIR335
4481	MSR1
4549	MT-RNR1
4646	MYO6
4680	CEACAM6
4693	NDP
4758	NEU1
4920	ROR2
4938	OAS1
494336	MIR424
5048	PAFAH1B1
5055	SERPINB2
5087	PBX1
5093	PCBP1
51135	IRAK4
5160	PDHA1
5184	PEPD
5209	PFKFB3
5289	PIK3C3
5313	PKLR
53335	BCL11A
5366	PMAIP1
5368	PNOC
5449	POU1F1
55503	TRPV6
5563	PRKAA2
5564	PRKAB1
56339	METTL3
5653	KLK6
57104	PNPLA2
57154	SMURF1
57521	RPTOR
57591	MRTFA
57761	TRIB3
58157	NGB
5893	RAD52
5928	RBBP4
5932	RBBP8
5934	RBL2
5961	PRPH2
5999	RGS4
6019	RLN2
6091	ROBO1
6223	RPS19
6247	RS1
6286	S100P
6310	ATXN1
6317	SERPINB3
633	BGN
6367	CCL22
6383	SDC2
6414	SELENOP
64581	CLEC7A
6470	SHMT1
6505	SLC1A1
6507	SLC1A3
6510	SLC1A5
65125	WNK1
6523	SLC5A1
657	BMPR1A
6583	SLC22A4
6623	SNCG
6792	CDKL5
6886	TAL1
6921	ELOC
6957	TRB
7114	TMSB4X
7293	TNFRSF4
7403	KDM6A
7516	XRCC2
7533	YWHAH
80380	PDCD1LG2
8106	PABPN1
818	CAMK2G
8239	USP9X
824	CAPN2
8301	PICALM
8607	RUVBL1
871	SERPINH1
8754	ADAM9
8828	NRP2
8840	CCN4
887	CCKBR
889	KRIT1
8912	CACNA1H
9020	MAP3K14
925	CD8A
9261	MAPKAPK2
9388	LIPG
9401	RECQL4
9447	AIM2
945	CD33
9656	MDC1
996	CDC27
9961	MVP
100132285	KIR2DS2
100288687	DUX4
100507056	CCAT1
10197	PSME3
1022	CDK7
10333	TLR6
10457	GPNMB
10507	SEMA4D
10733	PLK4
1075	CTSC
10765	KDM5B
10857	PGRMC1
10935	PRDX3
10963	STIP1
10984	KCNQ1OT1
11004	KIF2C
1103	CHAT
11073	TOPBP1
1108	CHD4
11091	WDR5
11140	CDC37
1121	CHM
1128	CHRM1
11335	CBX3
11338	U2AF2
114609	TIRAP
115352	FCRL3
1158	CKM
121504	H4C16
1326	MAP3K8
1376	CPT2
1390	CREM
140	ADORA3
1452	CSNK1A1
1454	CSNK1E
1485	CTAG1B
1551	CYP3A7
1581	CYP7A1
1601	DAB2
1605	DAG1
1633	DCK
164656	TMPRSS6
170302	ARX
1778	DYNC1H1
1828	DSG1
187	APLNR
1984	EIF5A
2035	EPB41
21	ABCA3
2131	EXT1
2176	FANCC
2220	FCN2
2273	FHL1
22919	MAPRE1
22925	PLA2R1
23175	LPIN1
2318	FLNC
23286	WWC1
23326	USP22
23400	ATP13A2
23495	TNFRSF13B
2525	FUT3
25836	NIPBL
26278	SACS
2648	KAT2A
2658	GDF2
26580	BSCL2
2671	GFER
27040	LAT
2767	GNA11
2878	GPX3
288	ANK3
2890	GRIA1
2915	GRM5
2959	GTF2B
3015	H2AZ1
3026	HABP2
3054	HCFC1
3068	HDGF
3074	HEXB
30816	ERVW-1
3113	HLA-DPA1
3161	HMMR
3191	HNRNPL
3269	HRH1
3425	IDUA
344	APOC2
3560	IL2RB
3621	ING1
3635	INPP5D
3687	ITGAX
3802	KIR2DL1
3803	KIR2DL2
3804	KIR2DL3
3805	KIR2DL4
3813	KIR3DS1
3855	KRT7
3858	KRT10
386653	IL31
387129	NPSR1
3902	LAG3
3914	LAMB3
3929	LBP
406899	MIR106A
406929	MIR138-1
406943	MIR152
406953	MIR18A
406967	MIR192
406968	MIR193A
407009	MIR224
407012	MIR24-1
407041	MIR34B
407043	MIR7-1
407975	MIR17HG
4082	MARCKS
4133	MAP2
4159	MC3R
4214	MAP3K1
4360	MRC1
442906	MIR338
4440	MSI1
445	ASS1
4521	NUDT1
4605	MYBL2
4688	NCF2
478	ATP1A3
4837	NNMT
4838	NODAL
4856	CCN3
4880	NPPC
4891	SLC11A2
4919	ROR1
4921	DDR2
4922	NTS
494327	MIR378A
4948	OCA2
4952	OCRL
4953	ODC1
4985	OPRD1
4986	OPRK1
5004	ORM1
50506	DUOX2
5083	PAX9
5094	PCBP2
51147	ING4
5122	PCSK1
51330	TNFRSF12A
51341	ZBTB7A
51426	POLK
5173	PDYN
5266	PI3
5284	PIGR
5318	PKP2
5346	PLIN1
54	ACP5
5420	PODXL
5424	POLD1
5469	MED1
5530	PPP3CA
55353	LAPTM4B
55737	VPS35
5583	PRKCH
5696	PSMB8
5705	PSMC5
5716	PSMD10
574447	MIR146B
59340	HRH4
6006	RHCE
602	BCL3
6118	RPA2
6188	RPS3
6194	RPS6
6281	S100A10
6386	SDCBP
6423	SFRP2
6428	SRSF3
643	CXCR5
6477	SIAH1
6480	ST6GAL1
6497	SKI
6515	SLC2A3
65217	PCDH15
6546	SLC8A1
6582	SLC22A2
6709	SPTAN1
6750	SST
6839	SUV39H1
699	BUB1
6997	CRIPTO
7058	THBS2
7134	TNNC1
7155	TOP2B
7177	TPSAB1
7182	NR2C2
7252	TSHB
7317	UBA1
7468	NSD2
7706	TRIM25
7850	IL1R2
79602	ADIPOR2
8013	NR4A3
8065	CUL5
808	CALM3
839	CASP6
8405	SPOP
8450	CUL4B
84634	KISS1R
8654	PDE5A
868	CBLB
8740	TNFSF14
8764	TNFRSF14
8767	RIPK2
8910	SGCE
9113	LATS1
9146	HGS
9156	EXO1
9166	EBAG9
9201	DCLK1
921	CD5
9217	VAPB
939	CD27
9507	ADAMTS4
9722	NOS1AP
9782	MATR3
994	CDC25B
100316868	HOTTIP
101805488	CCAT2
10211	FLOT1
10318	TNIP1
10332	CLEC4M
10403	NDC80
10516	FBLN5
10533	ATG7
1056	CEL
10578	GNLY
10594	PRPF8
10658	CELF1
10663	CXCR6
10800	CYSLTR1
10848	PPP1R13L
11096	ADAMTS5
11201	POLI
1141	CHRNB2
1143	CHRNB4
1173	AP2M1
1200	TPP1
1201	CLN3
1233	CCR4
1270	CNTF
1291	COL6A1
1366	CLDN7
1373	CPS1
140885	SIRPA
1464	CSPG4
1476	CSTB
1523	CUX1
153090	DAB2IP
1641	DCX
1729	DIAPH1
1773	DNASE1
1848	DUSP6
1874	E2F4
1893	ECM1
1894	ECT2
1973	EIF4A1
2114	ETS2
2132	EXT2
2171	FABP5
2192	FBLN1
2203	FBP1
2206	MS4A2
2290	FOXG1
23118	TAB2
23236	PLCB1
23418	CRB1
23513	SCRIB
23642	SNHG1
23765	IL17RA
2488	FSHB
2526	FUT4
2562	GABRB3
25855	BRMS1
2633	GBP1
26353	HSPB8
26354	GNL3
2661	GDF9
2677	GGCX
2692	GHRHR
270	AMPD1
2703	GJA8
2729	GCLC
27329	ANGPTL3
2752	GLUL
276	AMY1A
2782	GNB1
28514	DLL1
2869	GRK5
2891	GRIA2
291	SLC25A4
2913	GRM3
2922	GRP
2947	GSTM3
29843	SENP1
29881	NPC1L1
2993	GYPA
3000	GUCY2D
3030	HADHA
3037	HAS2
309	ANXA6
3098	HK1
3217	HOXB7
3283	HSD3B1
3305	HSPA1L
3337	DNAJB1
3400	ID4
347	APOD
3549	IHH
3594	IL12RB1
3598	IL13RA2
3615	IMPDH2
3625	INHBB
3693	ITGB5
3694	ITGB6
3736	KCNA1
3756	KCNH1
3782	KCNN3
3799	KIF5B
3809	KIR2DS4
3908	LAMA2
3909	LAMA3
3911	LAMA5
3927	LASP1
3937	LCP2
3945	LDHB
3964	LGALS8
3991	LIPE
4043	LRPAP1
4052	LTBP1
4056	LTC4S
4060	LUM
406884	MIRLET7B
406909	MIR124-3
406922	MIR133A1
406949	MIR15B
406961	MIR185
406962	MIR186
407011	MIR23B
407014	MIR25
407017	MIR26B
41	ASIC1
4151	MB
4172	MCM3
4211	MEIS1
427	ASAH1
429	ASCL1
4303	FOXO4
4319	MMP10
4437	MSH3
4477	MSMB
4543	MTNR1A
4567	MT-TL1
4594	MMUT
4659	PPP1R12A
47	ACLY
4760	NEUROD1
4824	NKX3-1
4882	NPR2
4899	NRF1
4923	NTSR1
493	ATP2B4
498	ATP5F1A
5015	OTX2
5028	P2RY1
506	ATP5F1B
50652	PCA3
51141	INSIG2
51366	UBR5
51422	PRKAG2
51744	CD244
5187	PER1
5296	PIK3R2
5314	PKHD1
5336	PLCG2
5345	SERPINF2
54332	GDAP1
54578	UGT1A6
5473	PPBP
5479	PPIB
54795	TRPM4
54829	ASPN
54880	BCOR
55	ACP3
5501	PPP1CC
552	AVPR1A
55743	CHFR
5600	MAPK11
5648	MASP1
56652	TWNK
56852	RAD18
57126	CD177
57192	MCOLN1
5724	PTAFR
5733	PTGER3
57412	AS3MT
574452	MIR494
5753	PTK6
5757	PTMA
5783	PTPN13
5837	PYGM
5880	RAC2
5885	RAD21
5889	RAD51C
5967	REG1A
6009	RHEB
6045	RNF2
623	BDKRB1
6271	S100A1
6340	SCNN1G
6373	CXCL11
64083	GOLPH3
64241	ABCG8
64324	NSD1
64750	SMURF2
64754	SMYD3
64866	CDCP1
6514	SLC2A2
6524	SLC5A2
6554	SLC10A1
6571	SLC18A2
6646	SOAT1
6732	SRPK1
6749	SSRP1
6780	STAU1
6812	STXBP1
6923	ELOB
6950	TCP1
7026	NR2F2
7036	TFR2
7072	TIA1
7122	CLDN5
7130	TNFAIP6
7159	TP53BP2
7227	TRPS1
7283	TUBG1
728655	HULC
7367	UGT2B17
7433	VIPR1
7436	VLDLR
7525	YES1
7832	BTG2
7917	BAG6
794	CALB2
79400	NOX5
80208	SPG11
805	CALM2
831	CAST
8349	H2BC21
83667	SESN2
84152	PPP1R1B
843	CASP10
8431	NR0B2
8467	SMARCA5
8639	AOC3
865	CBFB
866	SERPINA6
8661	EIF3A
8671	SLC4A4
8714	ABCC3
8858	PROZ
8900	CCNA1
8932	MBD2
8976	WASL
9002	F2RL3
909	CD1A
9122	SLC16A4
916	CD3E
9241	NOG
9255	AIMP1
9446	GSTO1
9510	ADAMTS1
978	CDA
9869	SETDB1
997	CDC34
9970	NR1I3
9972	NUP153
10019	SH2B3
10021	HCN4
10049	DNAJB6
10221	TRIB1
1024	CDK8
10376	TUBA1B
104	ADARB1
10460	TACC3
10521	DDX17
10537	UBD
10653	SPINT2
10672	GNA13
10928	RALBP1
10970	CKAP4
11005	SPINK5
11167	FSTL1
112399	EGLN3
112597	CYTOR
113235	SLC46A1
11331	PHB2
11337	GABARAP
114757	CYGB
1152	CKB
115650	TNFRSF13C
116844	LRG1
117	ADCYAP1R1
120227	CYP2R1
126961	H3C14
1300	COL10A1
1317	SLC31A1
1365	CLDN3
1382	CRABP2
1395	CRHR2
1434	CSE1L
1439	CSF2RB
148022	TICAM1
1488	CTBP2
1497	CTNS
151306	GPBAR1
152	ADRA2C
1727	CYB5R3
1808	DPYSL2
1816	DRD5
1834	DSPP
1856	DVL2
1917	EEF1A2
1938	EEF2
1959	EGR2
2104	ESRRG
2118	ETV4
2138	EYA1
2189	FANCG
2204	FCAR
2254	FGF9
2255	FGF10
2288	FKBP4
22900	CARD8
2317	FLNB
2319	FLOT2
23452	ANGPTL2
23746	AIPL1
250	ALPP
2530	FUT8
2538	G6PC1
2588	GALNS
259266	ASPM
26227	PHGDH
267	AMFR
2695	GIP
2701	GJA4
2702	GJA5
27043	PELP1
27044	SND1
27343	POLL
2745	GLRX
2773	GNAI3
286	ANK1
2898	GRIK2
29979	UBQLN1
3024	H1-1
3028	HSD17B10
31	ACACA
3187	HNRNPH1
325	APCS
3273	HRG
3284	HSD3B2
3301	DNAJA1
3306	HSPA2
3360	HTR4
3399	ID3
3455	IFNAR2
345611	IRGM
3487	IGFBP4
3563	IL3RA
366	AQP9
3670	ISL1
3710	ITPR3
3730	ANOS1
3735	KARS1
3776	KCNK2
3806	KIR2DS1
384	ARG2
3842	TNPO1
3903	LAIR1
3915	LAMC1
3977	LIFR
3978	LIG1
3988	LIPA
4048	LTA4H
4055	LTBR
406902	MIR10A
406915	MIR128-1
406920	MIR130B
406994	MIR212
406999	MIR217
407039	MIR33A
407054	MIR98
4090	SMAD5
4094	MAF
4102	MAGEA3
411	ARSB
4158	MC2R
4175	MCM6
4218	RAB8A
4320	MMP11
4340	MOG
440275	EIF2AK4
442908	MIR340
4489	MT1A
4507	MTAP
4508	MT-ATP6
4534	MTM1
4598	MVK
4628	MYH10
4800	NFYA
4831	NME2
490	ATP2B1
4908	NTF3
5036	PA2G4
5104	SERPINA5
51062	ATL1
51079	NDUFA13
51085	MLXIPL
51185	CRBN
51297	BPIFA1
5142	PDE4B
51588	PIAS4
5225	PGC
5270	SERPINE2
5324	PLAG1
5325	PLAGL1
5359	PLSCR1
5422	POLA1
54361	WNT4
54474	KRT20
54487	DGCR8
54541	DDIT4
5500	PPP1CB
55145	THAP1
55193	PBRM1
5520	PPP2R2A
55328	RNLS
554210	MIR429
554213	MIR449A
55612	FERMT1
55704	CCDC88A
5576	PRKAR2A
55872	PBK
5609	MAP2K7
56244	BTNL2
56288	PARD3
56848	SPHK2
5687	PSMA6
56998	CTNNBIP1
5708	PSMD2
571	BACH1
57291	DANCR
5739	PTGIR
5740	PTGIS
574506	MIR503
57526	PCDH19
57805	CCAR2
5789	PTPRD
5795	PTPRJ
5818	NECTIN1
5830	PEX5
5861	RAB1A
5883	RAD9A
5887	RAD23B
5898	RALA
5965	RECQL
597	BCL2A1
6125	RPL5
6135	RPL11
619552	MIR483
6303	SAT1
6334	SCN8A
6389	SDHA
6424	SFRP4
64240	ABCG5
64321	SOX17
6490	PMEL
6550	SLC9A3
6558	SLC12A2
6564	SLC15A1
6567	SLC16A2
658	BMPR1B
6612	SUMO3
6625	SNRNP70
6693	SPN
6710	SPTB
6715	SRD5A1
6755	SSTR5
6822	SULT2A1
6844	VAMP2
6855	SYP
6857	SYT1
6862	TBXT
6876	TAGLN
6892	TAPBP
6901	TAFAZZIN
6926	TBX3
6949	TCOF1
6955	TRA
7021	TFAP2B
7041	TGFB1I1
7050	TGIF1
7167	TPI1
7169	TPM2
717	C2
7277	TUBA4A
7343	UBTF
7349	UCN
7476	WNT7A
759	CA1
776	CACNA1D
7804	LRP8
7957	EPM2A
79661	NEIL1
799	CALCR
80025	PANK2
80149	ZC3H12A
80184	CEP290
80198	MUS81
80854	SETD7
81037	CLPTM1L
8115	TCL1A
81793	TLR10
8204	NRIP1
8260	NAA10
8322	FZD4
8379	MAD1L1
84433	CARD11
84444	DOT1L
84447	SYVN1
8453	CUL2
8519	IFITM1
8553	BHLHE40
8573	CASK
8655	DYNLL1
8658	TNKS
8682	PEA15
8717	TRADD
8751	ADAM15
8815	BANF1
8835	SOCS2
9075	CLDN2
9097	USP14
9101	USP8
914	CD2
92	ACVR2A
9211	LGI1
9219	MTA2
9308	CD83
9361	LONP1
94103	ORMDL3
9437	NCR1
9444	QKI
950	SCARB2
9547	CXCL14
9590	AKAP12
9682	KDM4A
969	CD69
970	CD70
9730	DCAF1
10016	PDCD6
100885779	LINC-ROR
1009	CDH11
10097	ACTR2
10128	LRPPRC
10134	BCAP31
10188	TNK2
10189	ALYREF
10203	CALCRL
10215	OLIG2
10216	PRG4
10288	LILRB2
10344	CCL26
10347	ABCA7
10382	TUBB4A
10401	PIAS3
1041	CDSN
10454	TAB1
10482	NXF1
10492	SYNCRIP
1052	CEBPD
10549	PRDX4
10562	OLFM4
10577	NPC2
10614	HEXIM1
1062	CENPE
1063	CENPF
10728	PTGES3
10735	STAG2
10951	CBX1
10979	FERMT2
1104	RCC1
11052	CPSF6
11059	WWP1
11235	PDCD10
112398	EGLN2
11251	PTGDR2
115908	CTHRC1
1163	CKS1B
117159	DCD
1182	CLCN3
118429	ANTXR2
1186	CLCN7
1241	LTB4R
124540	MSI2
1284	COL4A2
1286	COL4A4
1293	COL6A3
133522	PPARGC1B
1406	CRX
140690	CTCFL
1407	CRY1
1438	CSF2RA
1453	CSNK1D
1475	CSTA
148738	HJV
1491	CTH
151888	BTLA
1579	CYP4A11
1602	DACH1
1610	DAO
1618	DAZL
1627	DBN1
1656	DDX6
1670	DEFA5
1690	COCH
1718	DHCR24
1855	DVL1
1870	E2F2
1902	LPAR1
191	AHCY
1947	EFNB1
197259	MLKL
199	AIF1
199713	NLRP7
1999	ELF3
201294	UNC13D
201633	TIGIT
2042	EPHA3
2059	EPS8
2060	EPS15
2069	EREG
212	ALAS2
2195	FAT1
220	ALDH1A3
224	ALDH3A2
2241	FER
2242	FES
2253	FGF8
2268	FGR
22846	VASH1
2294	FOXF1
23020	SNRNP200
23064	SETX
23136	EPB41L3
23345	SYNE1
23373	CRTC1
23576	DDAH1
2517	FUCA1
2523	FUT1
2561	GABRB2
2581	GALC
25824	PRDX5
259197	NCR3
26018	LRIG1
2639	GCDH
26471	NUPR1
26523	AGO1
26525	IL36RN
2683	B4GALT1
2700	GJA3
27350	APOBEC3C
27436	EML4
2768	GNA12
2775	GNAO1
285440	CYP4V2
2864	FFAR1
2886	GRB7
2887	GRB10
29127	RACGAP1
292	SLC25A5
2920	CXCL2
29949	IL19
29978	UBQLN2
30001	ERO1A
30011	SH3KBP1
306	ANXA3
30968	STOML2
3109	HLA-DMB
3134	HLA-F
3148	HMGB2
3163	HMOX2
3185	HNRNPF
3198	HOXA1
3209	HOXA13
322	APBB1
3263	HPX
3295	HSD17B4
3316	HSPB2
3385	ICAM3
338557	FFAR4
3595	IL12RB2
3601	IL15RA
3608	ILF2
3642	INSM1
37	ACADVL
3702	ITK
3727	JUND
3745	KCNB1
3766	KCNJ10
3777	KCNK3
3786	KCNQ3
3812	KIR3DL2
3820	KLRB1
3821	KLRC1
3840	KPNA4
3843	IPO5
3857	KRT9
387082	SUMO4
387893	KMT5A
3912	LAMB1
3930	LBR
3963	LGALS7
397	ARHGDIB
3972	LHB
3980	LIG3
3998	LMAN1
4010	LMX1B
4012	LNPEP
4053	LTBP2
406912	MIR125B2
406917	MIR129-1
406955	MIR181B1
406972	MIR196A1
406980	MIR19B1
406993	MIR211
407055	MIR99A
4091	SMAD6
4154	MBNL1
4173	MCM4
4174	MCM5
4249	MGAT5
4281	MID1
4284	MIP
4296	MAP3K11
4350	MPG
440	ASNS
441951	ZFAS1
442891	MIR135B
442900	MIR326
4488	MSX2
4504	MT3
463	ZFHX3
4633	MYL2
4644	MYO5A
4670	HNRNPM
4703	NEB
4744	NEFH
475	ATOX1
481	ATP1B1
4860	PNP
4881	NPR1
4935	GPR143
494335	MIR423
501	ALDH7A1
5023	P2RX1
5024	P2RX3
5025	P2RX4
50484	RRM2B
51053	GMNN
51305	KCNK9
51547	SIRT7
51564	HDAC7
5163	PDK1
5199	CFP
53345	TM6SF2
5358	PLS3
5373	PMM2
54206	ERRFI1
5431	POLR2B
5434	POLR2E
54577	UGT1A7
54739	XAF1
54840	APTX
55165	CEP55
55270	NUDT15
55630	SLC39A4
55775	TDP1
55818	KDM3A
55829	SELENOS
5602	MAPK10
5608	MAP2K6
5625	PRODH
5626	PROP1
5631	PRPS1
5650	KLK7
566	AZU1
56829	ZC3HAV1
5688	PSMA7
5693	PSMB5
5698	PSMB9
5702	PSMC3
574453	MIR495
574455	MIR193B
57491	AHRR
57492	ARID1B
5754	PTK7
5782	PTPN12
5786	PTPRA
5897	RAG2
5905	RANGAP1
5931	RBBP7
5933	RBL1
59350	RXFP1
5962	RDX
5981	RFC1
599	BCL2L2
60468	BACH2
6059	ABCE1
619554	MIR486-1
6273	S100A2
6282	S100A11
6336	SCN10A
6363	CCL19
640	BLK
64109	CRLF2
64170	CARD9
643911	CRNDE
64421	DCLRE1C
64478	CSMD1
64714	PDIA2
6478	SIAH2
64806	IL25
649	BMP1
64919	BCL11B
6498	SKIL
6504	SLAMF1
6529	SLC6A1
6535	SLC6A8
6555	SLC10A2
6581	SLC22A3
6605	SMARCE1
6628	SNRPB
667	DST
6711	SPTBN1
6742	SSBP1
6895	TARBP2
6899	TBX1
6916	TBXAS1
6996	TDG
7003	TEAD1
7053	TGM3
7088	TLE1
7112	TMPO
7163	TPD52
722	C4BPA
7280	TUBB2A
7306	TYRP1
7366	UGT2B15
7402	UTRN
7417	VDAC2
7443	VRK1
778	CACNA1F
779	CACNA1S
7799	PRDM2
7840	ALMS1
79147	FKRP
7919	DDX39B
79626	TNFAIP8L2
8021	NUP214
8029	CUBN
80326	WNT10A
8087	FXR1
81620	CDT1
81704	DOCK8
8317	CDC7
83596	BCL2L12
83959	SLC4A11
83998	REG4
84159	ARID5B
84432	PROK1
8570	KHSRP
858	CAV2
8614	STC2
8726	EED
8729	GBF1
873	CBR1
8744	TNFSF9
8773	SNAP23
88	ACTN2
8805	TRIM24
886	CCKAR
8874	ARHGEF7
8880	FUBP1
90167	FRMD7
902	CCNH
9025	RNF8
9055	PRC1
9126	SMC3
9132	KCNQ4
9141	PDCD5
917	CD3G
9188	DDX21
9210	BMP15
9271	PIWIL1
9289	ADGRG1
933	CD22
9414	TJP2
9476	NAPSA
9555	MACROH2A1
9618	TRAF4
9622	KLK4
968	CD68
9935	MAFB
10002	NR2E3
10006	ABI1
10009	ZBTB33
10011	SRA1
10048	RANBP9
100507246	SNHG16
10058	ABCB6
10060	ABCC9
10084	PQBP1
10096	ACTR3
101	ADAM8
10142	AKAP9
1015	CDH17
10163	WASF2
10220	GDF11
1031	CDKN2C
10312	TCIRG1
10346	TRIM22
10383	TUBB4B
10400	PEMT
10451	VAV3
10458	BAIAP2
10459	MAD2L2
10519	CIB1
1053	CEBPE
10542	LAMTOR5
10553	HTATIP2
10560	SLC19A2
10576	CCT2
10645	CAMKK2
10699	CORIN
10769	PLK2
10803	CCR9
10808	HSPH1
10858	CYP46A1
10923	SUB1
11006	LILRB4
11047	ADRM1
11060	WWP2
111	ADCY5
1114	CHGB
1119	CHKA
11240	PADI2
11274	USP18
11309	SLCO2B1
1134	CHRNA1
1161	ERCC8
1181	CLCN2
121340	SP7
1261	CNGA3
1267	CNP
135228	CD109
1408	CRY2
