"treatment_name","Yes (p-value)","Filopodia (p-value)","Yes (mean diff)","Filopodia (mean diff)","Yes (combined error)","Filopodia (combined error)"
"KNG1 (kininogen 1)",0.00038796406202457057,0.025801022869660795,0.14794333648920965,0.07509952610993947,0.1924676619879295,0.0999679533710834
"KNOP1 (lysine rich nucleolar protein 1)",0.08449789126833496,0.6877349651395859,0.06423608276546999,0.0055354233036307154,0.19978583166622327,0.09186548621976255
"KNSTRN (kinetochore localized astrin (SPAG5) binding protein)",0.042131191155459824,0.0038872173838628843,0.10370541635561814,0.13208022661225566,0.20536500157732132,0.1003969713148075
"KNTC1 (kinetochore associated 1)",0.000004385506848558762,0.0014409942129161024,0.06801204738124378,0.10653969308809846,0.18993754670840685,0.09268507389160238
"KPNA1 (karyopherin subunit alpha 1)",0.0005061563558586002,0.12505737595912003,0.13051930324351424,0.030247354841537122,0.19218029379311224,0.09407090459591108
"KPNA2 (karyopherin subunit alpha 2)",0.09921840328670073,0.8622799553448619,0.0860182508618953,-0.004577134866865729,0.26725801271469546,0.13290029362376307
"KPNA3 (karyopherin subunit alpha 3)",0.00854636018098498,0.9504056221072035,-0.14523067063307227,-0.00164484304869994,0.20145535604087836,0.10347674133713382
"KPNA4",0.37264709843762667,0.032388605252387626,-0.05052134274172837,-0.11294897845031199,0.22046638532948054,0.11748585502247468
"KPNA5 (karyopherin subunit alpha 5)",0.009592165878507863,0.23993489477728258,-0.05940915314839279,-0.031713713427555135,0.19192084927581401,0.1013312929029613
"KPNA6 (karyopherin subunit alpha 6)",0.482010472381571,0.286782397679644,-0.021507489530747548,-0.03026851323002555,0.19942666556562988,0.10325395498937442
"KPTN (kaptin, actin binding protein)",0.5817548452600623,0.5190825318254797,0.014367847872283956,-0.010980140177541398,0.19695456172237255,0.09396732057157373
"KRAS",0.000001961455694088343,0.15347155107751798,-0.5134511171726346,0.04548341680736118,0.19256244817942986,0.10474454882316907
"KRBA1 (KRAB-A domain containing 1)",0.020226242275242834,0.03461460501701774,0.061522029890587304,-0.09659488186586224,0.1932804685334763,0.11111983433016441
"KRBOX4 (KRAB box domain containing 4)",0.0100484669407781,0.10155925513346609,0.08105805742108019,0.06901284228451893,0.19385544312394204,0.11374263781224517
"KRCC1 (lysine rich coiled-coil 1)",0.00014036408817141854,0.001219201817056037,-0.4998841643327243,-0.12122999610900914,0.2058203376050005,0.09361960636305869
"KRR1 (KRR1 small subunit processome component homolog)",0.49555456870714076,0.9766440628592146,0.018997848576534415,-0.0006395311729610609,0.21647359638684233,0.12043026437854024
"KRT1 (keratin 1)",0.44990538416613157,0.9545685923108045,-0.043640682739442105,-0.0013986442540246946,0.2225329109228762,0.10139479428087186
"KRT13 (keratin 13)",0.5558524891125867,0.7799972114221889,-0.027951532422404002,0.009447656797519077,0.21304926390720488,0.11233646982899088
"KRT15 (keratin 15)",0.000010065401568226662,0.1292561012158,-0.5275796112040354,0.03453127454912064,0.19524600831873082,0.09626999020042089
"KRT18 (keratin 18)",0.10998690379604037,0.8841145673140614,-0.1774259490251196,-0.0029456613304791324,0.36882080654701893,0.1070855521634947
"KRT18P55 (keratin 18 pseudogene 55)",0.00008649196146492955,0.045502708830662986,0.25897035765553233,0.053547053326322425,0.19364654636629514,0.09683038906591146
"KRT19 (keratin 19)",0.001683265830291658,0.010029933635151478,0.14137234703313184,-0.12677301636388655,0.1945982488440517,0.10697747885941951
"KRT2 (keratin 2)",0.05662752151549033,0.9917802478467643,-0.10504885713466916,0.00047030756198174206,0.209264042947175,0.12971645205431578
"KRT222 (keratin 222)",4.8406880726048485e-8,0.35006430683137646,0.10608411023597664,-0.02371977253063179,0.1898979822188065,0.10069580232414985
"KRT23 (keratin 23)",0.1283378311651373,0.41486929189829014,-0.07713032537930276,-0.02508654097673807,0.2099395441050132,0.10691929671872487
"KRT24 (keratin 24)",0.2266048208757352,0.8251909590450586,-0.038091203524227124,-0.008013550806296454,0.19871794276954988,0.11574003541067887
"KRT26 (keratin 26)",0.6252565677802671,0.17521842862764658,0.02357449240099685,-0.0534612838355773,0.21416242311586348,0.1135957363266128
"KRT31 (keratin 31)",0.2528225697644242,0.03983978801860788,-0.017832861763745322,-0.04757538400452049,0.19187794592409332,0.09429146931390477
"KRT33B (keratin 33B)",0.003690201030692508,0.020521585000132347,0.1826317294312797,-0.06323395947811922,0.20143961201086397,0.09532811565948011
"KRT36 (keratin 36)",0.40342051003508916,0.23966319340283349,-0.0516371080115372,-0.03600383550236508,0.2263096936499771,0.10500940500867229
"KRT38 (keratin 38)",0.22277230118221403,0.016809030620709375,-0.03438645045942246,0.16900884971079794,0.19690741122525798,0.129588926176536
"KRT4 (keratin 4)",0.1459232869762701,0.00020412229130672976,-0.05324936148830206,-0.06750591844149711,0.20076661603857762,0.08835835590362383
"KRT40 (keratin 40)",0.0024419934774007057,0.6473227952866794,0.1371280273743506,-0.007739738727700174,0.1952322223485757,0.09406557913391378
"KRT6A (keratin 6A)",0.01412434743201052,0.00029093853275674597,-0.07126256279973353,-0.10433915565702079,0.203583502718291,0.10483811725619063
"KRT6B (keratin 6B)",0.005308572433054826,0.46280015718129786,-0.11894845524726971,-0.028856234437273642,0.19592610114117565,0.11810763699478762
"KRT6C (keratin 6C)",0.055404655005201864,0.3447422700339784,-0.08107228856916981,-0.023103072772303446,0.2013849951838882,0.09975901376660723
"KRT7 (keratin 7)",0.000010804820886889388,0.5858855520790474,-0.5179696291450745,-0.014536607169460036,0.195232863195622,0.10314258168643621
"KRT71 (keratin 71)",0.012167450952637937,0.24366137247709618,-0.08135887732339409,-0.03992486856570521,0.19434403737995748,0.10906235043366494
"KRT72 (keratin 72)",0.28657816055663066,0.0738986505335062,-0.02837808086936655,-0.05503545607307314,0.19644552642005703,0.10123334181360505
"KRT73 (keratin 73)",0.08789362180232452,0.7541428316569558,0.042112829919748185,0.00941772480063724,0.19418916554039736,0.10752094348209776
"KRT79 (keratin 79)",0.004908354962971595,0.21986860926514407,0.13426396941691554,-0.038307305180387996,0.19724374204398906,0.10535587270664525
"KRT8 (keratin 8)",0.000002887526097117288,0.5750132320432186,0.17136203800980254,0.011430626827411083,0.2096327118234909,0.11637954931379266
"KRT80 (keratin 80)",0.960066512409552,0.19771632420740914,0.0016671792177544997,0.045799171399308836,0.20199276001587466,0.10968481225019917
"KRT81 (keratin 81)",0.0007376524379374416,0.37330502637925767,0.08736153013033632,-0.022623859941564795,0.19765346251658658,0.1159404040954761
"KRT83 (keratin 83)",0.3096360886291727,0.10404646273908469,0.04177548579214985,0.01365956612262792,0.20585863162927576,0.08854754257360556
"KRT86 (keratin 86)",0.00001053785957116915,0.7422592482006953,-0.5260597962605453,0.027153638694448368,0.1953235658517606,0.1931078712087209
"KRTAP1-1 (keratin associated protein 1-1)",0.0012212236635946727,0.030864012437044952,0.2137247565885363,-0.06228839985021828,0.19884006209961042,0.09723510206854433
"KRTAP10-1 (keratin associated protein 10-1)",0.16930368348810787,0.5083012147300097,0.05734043979273795,0.027412293457709513,0.2044459888605956,0.12148447298837114
"KRTAP10-3 (keratin associated protein 10-3)",0.007197017937927486,0.014305254116277144,0.12694335456168915,0.07316173508512552,0.19797493580706488,0.09591910880536235
"KRTAP10-5 (keratin associated protein 10-5)",0.02111270051926084,0.4152716279380493,0.09103459751313259,0.020832588910562666,0.19762060468368547,0.10126248797014052
"KRTAP10-7 (keratin associated protein 10-7)",0.0015581366422154908,0.12441001142978547,0.15410345812913184,-0.03430990338053652,0.19525021398133996,0.09587606708856976
"KRTAP10-9 (keratin associated protein 10-9)",0.1041025535787834,0.004269938849237098,-0.05351527791896182,-0.11082518505235583,0.1980120522738486,0.09721606604314235
"KRTAP12-1 (keratin associated protein 12-1)",0.05516911320393558,0.5009494943951838,-0.08847275778442909,0.02650448066515959,0.2035068360388054,0.11854687437872025
"KRTAP12-2 (keratin associated protein 12-2)",0.03966507599450808,0.22989993657815733,-0.1231688651482139,-0.028936266289398105,0.2106426864752434,0.09856205350900206
"KRTAP12-4 (keratin associated protein 12-4)",0.03561767414536954,0.5005420897000923,-0.10060295760032667,0.016992468748141865,0.20295896271847658,0.10128920931049173
"KRTAP13-1 (keratin associated protein 13-1)",0.0366027590595539,0.013040483907425626,0.070028709188792,0.1482028205249451,0.1963465147403867,0.11701526906161412
"KRTAP13-2 (keratin associated protein 13-2)",0.00005852590570354366,0.08907078513977718,0.20930934542608504,-0.07648564892110671,0.19206917829025824,0.11611837325324771
"KRTAP13-3 (keratin associated protein 13-3)",0.006448530599898916,0.3096070992278048,0.14537845983874031,0.03167311050343091,0.19983423542427214,0.10645957901670702
"KRTAP13-4 (keratin associated protein 13-4)",0.9160159420186356,0.7759645358566352,-0.003191833056880311,-0.00786265245676493,0.1998649774692125,0.10466334351145619
"KRTAP19-1 (keratin associated protein 19-1)",0.000015602197718234123,0.5633417733971937,-0.5309928967011178,-0.011933574485648246,0.1964333297705289,0.09705091533761841
"KRTAP19-4 (keratin associated protein 19-4)",0.00047958836298378493,0.0007776036604434378,0.13681933870523,-0.06895178533748825,0.2065011236150576,0.09784794931921531
"KRTAP19-5 (keratin associated protein 19-5)",0.0004603195840833241,0.028145627018340003,0.15820143963422972,0.08088545370051686,0.19304962826190883,0.1025936903527994
"KRTAP19-7 (keratin associated protein 19-7)",0.00007829765501865538,0.504292499624651,-0.5033642597626383,-0.019192105038829066,0.20217813336437893,0.10512003602396422
"KRTAP22-1 (keratin associated protein 22-1)",0.06703376811932693,0.12709529152993237,0.05949281232128956,-0.04632194592942146,0.19698489245243359,0.10263797573693394
"KRTAP23-1 (keratin associated protein 23-1)",0.0024888535049338856,0.1609225007668016,0.19342346727020265,-0.030806438713141315,0.20043377978280902,0.09609422924175613
"KRTAP26-1 (keratin associated protein 26-1)",0.002722881603716587,0.18304647560605458,0.15167811531024533,-0.04588159712238804,0.20155487162663024,0.11364636675611385
"KRTAP3-1 (keratin associated protein 3-1)",0.00021723257918360162,0.0024309857222639675,0.133444343764339,0.10306397280584628,0.19154507590598108,0.09383111984872083
"KRTAP3-2 (keratin associated protein 3-2)",0.007350606101521384,0.6199550712675017,-0.07382309500540563,0.01382600247657989,0.19264479487733996,0.10458864476115916
"KRTAP3-3 (keratin associated protein 3-3)",0.000022085524812531787,0.5887223501451215,-0.50923717482087,-0.03748146362236959,0.19695611083577733,0.1673455154846188
"KRTAP4-1 (keratin associated protein 4-1)",0.14595558080134863,0.9759791425562414,0.06931411078886773,0.000688140148664862,0.2081857621513421,0.09963214854152026
"KRTAP4-12 (keratin associated protein 4-12)",0.010565279283195839,0.19430197701782648,-0.06792644386456193,-0.02691826328049085,0.1927293482127206,0.09549080621880708
"KRTAP4-2 (keratin associated protein 4-2)",0.016470166876699777,0.02522408415632227,-0.17772654299328233,-0.08280539234262163,0.21449835797078926,0.10227955035739965
"KRTAP5-6 (keratin associated protein 5-6)",0.000002817916891384442,0.013583532821415778,0.2160478795485129,-0.068465539379511,0.19067387529502558,0.09468982685693597
"KRTAP5-9 (keratin associated protein 5-9)",0.0010921950078139897,0.2501348975161173,0.1898015598950349,-0.028734744572383064,0.19662872486234031,0.09954776543912279
"KRTAP8-1 (keratin associated protein 8-1)",0.0003944039610801475,0.05943402350288829,0.20200679801620303,-0.04217134298823089,0.19456351660982332,0.09454275725896043
"KRTAP9-2 (keratin associated protein 9-2)",0.000002054500134240911,0.8294683304307628,0.17459617106905434,0.004878188013396401,0.19716862677163968,0.11157106646543573
"KRTAP9-3 (keratin associated protein 9-3)",0.00011247636091282764,0.9129762698761863,0.21643495543979985,-0.0034690115906562125,0.1929254442096041,0.10983403171109161
"KRTAP9-8 (keratin associated protein 9-8)",0.001833419591116714,0.06127795133284697,0.17979827479547894,-0.11362215446581303,0.19773207922979663,0.13162221612260055
"KRTCAP2 (keratinocyte associated protein 2)",0.047321574109963516,0.13043910321170626,-0.2115402405112593,-0.03611179908238077,0.34757014414407356,0.11100997434908114
"KRTCAP3 (keratinocyte associated protein 3)",0.000130479680137352,0.23861690193195884,0.24553547571749046,-0.039447502462437445,0.19396893084657296,0.10810748263634333
"KRTDAP (keratinocyte differentiation associated protein)",0.0013234166949098736,0.008566066163848252,0.15169003078040733,0.031682966097094145,0.19468795890245083,0.0886683555306435
"KSR1 (kinase suppressor of ras 1)",0.00038767942468620475,0.0014398521739122927,0.13989121519927816,0.1374378923938508,0.19220911151771825,0.09594949551684231
"KSR2 (kinase suppressor of ras 2)",0.0007451386510746172,0.7004543077137266,0.13096366692793682,-0.00798893605239831,0.22341933970491346,0.11749512487228406
"KTI12 (KTI12 chromatin associated homolog)",0.000044036289910120985,0.0016749616004447798,0.2131408165813048,0.12531607628078795,0.1918985505744654,0.0951385305275915
"KXD1 (KxDL motif containing 1)",0.025538326872132977,0.03539030996391368,-0.09569303964822218,-0.08880182923408447,0.1994851788397803,0.1080593228641025
"KYAT1 (kynurenine aminotransferase 1)",0.6578790383540238,0.7173648110012212,-0.012323238253970525,0.010472160793431606,0.2166300128326411,0.1401889868856649
"KYAT3 (kynurenine aminotransferase 3)",0.6563773247662799,0.28793531782383086,0.009574225427785188,0.03478861085452584,0.19467411802189993,0.10797628821652402
"KYNU (kynureninase)",0.13725403772185607,0.08160512768498251,-0.11241483987384104,-0.03687249801730791,0.23305100283952945,0.09433631076426738
"L1TD1 (LINE1 type transposase domain containing 1)",0.3462290447442262,0.0719368756920653,0.01288672766047172,0.07034312295625772,0.19143571143227664,0.10871751870728262
"L2HGDH (L-2-hydroxyglutarate dehydrogenase)",0.020316599839291127,0.6393912358741003,0.07553936528252103,-0.02629259342009449,0.1975669567286344,0.15594874868014683
"L3HYPDH (trans-L-3-hydroxyproline dehydratase)",0.026013023938003865,0.09673744602853263,-0.11786279392466548,-0.05114926731952668,0.20451395969613725,0.10212605372907103
"L3MBTL1 (L3MBTL histone methyl-lysine binding protein 1)",0.04089026230572501,0.4572716863782662,0.05577009318896464,0.03814467235678903,0.19425061545554634,0.1356074591437602
"L3MBTL2 (L3MBTL histone methyl-lysine binding protein 2)",0.135617228524183,0.4547113724783416,-0.08179443647517348,-0.02560241338876207,0.2134492789369426,0.11141457083352958
"L3MBTL3 (L3MBTL histone methyl-lysine binding protein 3)",0.22271126179403367,0.003818327067220517,0.03425240425968179,0.09137912436176926,0.19684892113758848,0.09382937006389147
"L3MBTL4 (L3MBTL histone methyl-lysine binding protein 4)",0.48874534906015565,0.008102787529089106,-0.020809567179554067,0.12115049900986502,0.19911183572263985,0.10352675160600362
"LACRT (lacritin)",0.18652490908674446,0.00047793412322905127,-0.16480787466288022,0.06850011049438615,0.41075131453404456,0.09644632248915953
"LACTB (lactamase beta)",0.8980779578233771,0.03787528439594601,0.005534717062778527,0.05228626705519607,0.21008286820241204,0.0954015991477129
"LACTB2 (lactamase beta 2)",0.4360414387224312,0.27260364572423645,0.01197082854315279,0.040658761318522696,0.19202162017370897,0.11287166465836855
"LAG3 (lymphocyte activating 3)",0.00045044210365152715,0.8168269103597869,0.21567195237355397,0.005469416539952643,0.19551991072323638,0.1003224772231745
"LAGE3 (L antigen family member 3)",0.00008856244763633114,0.0014983340264116407,0.17600689592675112,0.1097399969969089,0.19178370535227351,0.09309817258817017
"LAIR1 (leukocyte associated immunoglobulin like receptor 1)",3.952117944017175e-8,0.0007619216896654901,0.16481982250199945,-0.17110493225751655,0.19295470265470002,0.13950217160913977
"LAIR2 (leukocyte associated immunoglobulin like receptor 2)",0.0014352505975800955,0.46120706836549186,0.18452116156813192,0.02049321378840835,0.19718916802125666,0.10386802247864671
"LALBA (lactalbumin alpha)",0.009181369461762845,0.17048835777956173,0.16256074479749216,-0.046269037073964736,0.20486650160565323,0.10709781978517195
"LAMC1 (laminin subunit gamma 1)",0.10005272479261662,0.029366988235148828,-0.07546460734620919,-0.08819885753248419,0.20547429384434915,0.10566890422517905
"LAMP1 (lysosomal associated membrane protein 1)",0.17875305810267172,0.9451940442829418,-0.041008884694269776,0.0008192769315637505,0.19775110698178291,0.09081000973645705
"LAMP2 (lysosomal associated membrane protein 2)",6.410930379896485e-7,0.16337168781359046,-0.5360804236637594,0.02400003352756741,0.19182059653039313,0.09282707597273927
"LAMP3 (lysosomal associated membrane protein 3)",0.01616894950648451,0.07203016813117502,-0.17414431257183766,-0.09358214240705887,0.21331969991043165,0.12268256649662097
"LAMP5 (lysosomal associated membrane protein family member 5)",0.0002569252179349668,0.01719577502804648,0.1653430555055222,0.08558728873278715,0.19253562335436422,0.10010689381488237
"LAMTOR1 (late endosomal/lysosomal adaptor, MAPK and MTOR activator 1)",0.000009139940369884414,0.12327239473021123,0.2469417864974216,0.058528766814747446,0.19132191234811627,0.11019451601808
"LAMTOR2 (late endosomal/lysosomal adaptor, MAPK and MTOR activator 2)",0.007966851762847948,0.0014785092026710078,0.09395704807656258,0.08874695792512027,0.1945868688465914,0.09118452612353396
"LAMTOR3 (late endosomal/lysosomal adaptor, MAPK and MTOR activator 3)",0.030913914629273398,0.011018759401575817,0.12335065107087739,-0.1025768133866487,0.2433385451969647,0.13405901691481703
"LAMTOR4 (late endosomal/lysosomal adaptor, MAPK and MTOR activator 4)",0.0000052565233605861295,0.028668961310482022,-0.5307924219594968,0.07846912966559699,0.19402425876458482,0.10192020166282437
"LAMTOR5 (late endosomal/lysosomal adaptor, MAPK and MTOR activator 5)",0.005737202264947783,0.12757514338717435,0.1197138263273565,-0.052414262630771424,0.19626175182925942,0.1065932164756032
"LANCL1 (LanC like 1)",0.008684795127790634,0.001869333895235581,0.12477175039507415,0.11506681655011125,0.19855146834898152,0.09435294328063445
"LANCL3 (LanC like 3)",0.5685296876430646,0.21307976822195762,0.020541323412100132,-0.04848409542553117,0.2034436350241479,0.11399062911607385
"LAP3 (leucine aminopeptidase 3)",0.00885635388013295,0.9525196582191202,0.13477619874037416,0.0027592691046597895,0.2000796950885126,0.13077453242721623
"LAPTM4A (lysosomal protein transmembrane 4 alpha)",1.354472090042691e-14,0.0001111504526964957,0.20178287364356529,-0.10357666062431964,0.19588956218967027,0.1294097688692361
"LAPTM4B (lysosomal protein transmembrane 4 beta)",0.0056481048037715365,0.015477424367243753,0.13253411714677843,-0.06193511321774886,0.2223281958698335,0.10930780673444426
"LAPTM5 (lysosomal protein transmembrane 5)",0.006743295672984928,0.07200182195506089,0.15550314551612787,-0.05992446377479893,0.20150798905519224,0.1033095993035945
"LARP1",0.0002368420239793334,0.03992635397723587,-0.470163360714593,-0.03198450133847419,0.2080607822285114,0.09057301284478192
"LARP1 (La ribonucleoprotein 1, translational regulator)",0.05061094772879726,0.8724204638334225,-0.22860774700557573,-0.0059059680996716435,0.37242922271428813,0.14277789319180384
"LARP1B (La ribonucleoprotein 1B)",0.7475918228281286,0.19071499722406293,-0.014914504806198159,-0.017990667912708758,0.23674971150475352,0.09606859068771417
"LARP4 (La ribonucleoprotein 4)",0.31356765404537534,0.007465918641945235,-0.050737522822916215,-0.14979813477321807,0.21359776878458234,0.11013158826998148
"LARP4B (La ribonucleoprotein 4B)",0.015331797614411613,0.08377976018562316,0.09812623152671773,-0.060594148629541655,0.19731349193603298,0.10549281499660434
"LARP6 (La ribonucleoprotein 6, translational regulator)",0.000033448196850027756,0.000728515829873766,0.23439717483864864,0.15678821207625543,0.19201600569680533,0.09526883510565795
"LARP7 (La ribonucleoprotein 7, transcriptional regulator)",0.14417098324607003,0.03897803870055516,-0.04077485445660556,-0.07015529832543149,0.19614157653969147,0.10161457018798711
"LARS1 (leucyl-tRNA synthetase 1)",0.013096659452484394,0.0027784837283546526,0.034452904554000074,-0.1252753760226229,0.19059031674559307,0.09734598603584699
"LARS2 (leucyl-tRNA synthetase 2, mitochondrial)",0.21275576881300462,0.999635110784832,0.006435719587535305,-0.00001499889197670301,0.18976892157002684,0.11122728749231588
"LAS1L (LAS1 like ribosome biogenesis factor)",0.018536859081079493,0.1454852817692589,-0.12266177914711907,-0.031453464397437625,0.20278875414110312,0.09563601518376587
"LASP1 (LIM and SH3 protein 1)",0.0004374909213922251,0.03246160635521833,0.13635626170493698,0.08478189282890952,0.1922214990721194,0.10543385429506866
"LAT (linker for activation of T cells)",0.09116066863560057,0.003297688472916338,-0.1134358461703473,-0.12787213065526665,0.2215252117893886,0.0986637359845691
"LATS1 (large tumor suppressor kinase 1)",0.000006787661379847876,0.8026865514577357,0.14341338510270396,-0.005213587326123537,0.21668078268393132,0.12669876669216626
"LATS2 (large tumor suppressor kinase 2)",0.00011055316349284361,0.8511377808541467,0.15087213004162947,-0.005616911141678005,0.203609580738929,0.12675094558692443
"LAX1 (lymphocyte transmembrane adaptor 1)",0.02371144588502072,0.05905797147272307,0.08671548462496204,-0.111139739116149,0.19741978255042592,0.1290695279951761
"LBH (LBH regulator of WNT signaling pathway)",0.00000553503669431521,0.014346329589142837,-0.534056401286391,-0.08103052467715749,0.19415651792224292,0.09775828754478426
"LBHD1 (LBH domain containing 1)",0.000908896834520112,0.10608650294076138,0.21460564033262142,-0.04289466681450699,0.19769479621985023,0.09877495171922834
"LBP (lipopolysaccharide binding protein)",0.2570736588342182,0.06952725672140092,0.04593215522217953,0.09307741385807239,0.20487334066050544,0.12156081876824222
"LBR (lamin B receptor)",0.001099936074433483,0.02302351563400218,-0.17321418612767775,-0.07797222173143692,0.1955578549589206,0.1000124672483388
"LBX2-AS1 (LBX2 antisense RNA 1)",0.007948233874388366,0.004360506194627689,-0.08877991483503156,-0.06643390257711457,0.19407501132801377,0.09113788326660727
"LCA5 (lebercilin LCA5)",0.0000011160238126972644,0.050285214571147874,-0.5276610809759027,-0.05286751796335076,0.19216826865321557,0.09723250339068959
"LCA5L (lebercilin LCA5 like)",0.16675575108427454,0.5310294649802398,-0.07205889512607166,-0.017127220420243783,0.21225656419898373,0.10366951892650828
"LCE1B (late cornified envelope 1B)",0.05341891572009305,0.4572325516972626,0.07361419471933206,0.03414333008990672,0.1991339332330468,0.1274642111451132
"LCE2A (late cornified envelope 2A)",0.33771871292669364,0.8515454272371195,-0.043469245588741545,-0.008157982001915864,0.2095221048138312,0.12638733376808628
"LCE2D (late cornified envelope 2D)",0.2606013568873382,0.17046454815968448,-0.06168612087170877,-0.03987071026207173,0.21685398679152262,0.10237161991083295
"LCE3C (late cornified envelope 3C)",0.00007568302408156313,0.22663765477358178,-0.4958877157990953,-0.028376494878370517,0.20165238407628028,0.09798251900930889
"LCE3D (late cornified envelope 3D)",0.6575873111856438,0.2508478712472981,0.01689019615168752,-0.023445535127763484,0.20530511663970993,0.0956617702269403
"LCE3E (late cornified envelope 3E)",0.087970812914697,0.36360796006788365,-0.08377881520692143,-0.015351105033028278,0.2071436028851726,0.09351637291060533
"LCE4A (late cornified envelope 4A)",0.0011710599292829027,0.00012804374354735693,0.15082422822715036,0.14561385634245244,0.19436112236017794,0.09045130191272249
"LCK (LCK proto-oncogene, Src family tyrosine kinase)",0.00018783508867969978,0.6111793607987743,0.18081066871880747,-0.009206352112528626,0.21204742682717287,0.1032702699220815
"LCLAT1 (lysocardiolipin acyltransferase 1)",0.09234811283097577,0.003039442067209519,0.09598772944638101,-0.07750348044432004,0.2487402957815151,0.10658724822223285
"LCMT1 (leucine carboxyl methyltransferase 1)",0.47085320414456167,0.23538706571165124,-0.03836492083579601,-0.01990505560096073,0.2543093896386695,0.10170334474189721
"LCMT2 (leucine carboxyl methyltransferase 2)",0.01261990101269217,0.5464544128125643,-0.0896664081267724,-0.02343156842029792,0.1954257400667217,0.11815330111730521
"LCN1 (lipocalin 1)",0.0002885754921098105,0.25672539107348236,0.21331280304762312,-0.03563160467504983,0.1943753351593009,0.10609728676154993
"LCN10 (lipocalin 10)",0.00009545970531266157,0.4051559848461923,0.259181640976776,-0.0368884015569822,0.19381689238676073,0.12447294431062415
"LCN12 (lipocalin 12)",0.0010156338226301465,0.1534308310915029,0.1618677947348912,-0.03706013088663418,0.19467462504908747,0.09923059505195848
"LCN15 (lipocalin 15)",0.0001307492708422231,0.2709481695051854,0.24989947310738614,-0.02499674075461139,0.19410738268662533,0.09768231186403398
"LCN2 (lipocalin 2)",0.00015669427011277826,0.025204321663786722,0.2095324335562222,-0.04505773360386611,0.1931918173887994,0.09205422692945457
"LCN6 (lipocalin 6)",0.20994037660573395,0.005224441879548847,-0.07041973619822106,-0.09151673842908964,0.21695009463881473,0.09498123935813263
"LCN8 (lipocalin 8)",0.0030777892912738913,0.06999835344415706,0.1620841404838872,-0.04498311634650448,0.19822690688526276,0.09648373575011097
"LCOR (ligand dependent nuclear receptor corepressor)",0.0006131236475255264,0.09931073525182832,-0.29412012717565506,-0.026957392050260987,0.2747194100763484,0.10017618641817225
"LCORL (ligand dependent nuclear receptor corepressor like)",0.021448503853469303,0.07658134062308775,0.08478334426816547,-0.05885843740560093,0.19984892272646615,0.10873783036388492
"LCP1 (lymphocyte cytosolic protein 1)",0.00042683469590754086,0.004654765705037089,-0.15545169611206078,-0.14337647517968372,0.19284368560482032,0.10395672262186405
"LCP2 (lymphocyte cytosolic protein 2)",0.000039986078227638444,0.005546423156482794,-0.48668181286617956,-0.06635574702039182,0.1983705071668511,0.09162538315282444
"LDAH (lipid droplet associated hydrolase)",0.4252252477188323,0.018638090248811245,-0.034967625621762366,-0.03937558997805152,0.20901401555013316,0.09038634089462821
"LDB3 (LIM domain binding 3)",0.6663681240073187,0.01494478877352634,-0.02599167901274957,-0.12180719292059666,0.22705784720274394,0.10987660174346994
"LDHA (lactate dehydrogenase A)",0.002227984612202194,0.12232155789400978,0.15915351478079265,-0.05103007867266357,0.2016339067549785,0.1102368802617397
"LDHAL6A (lactate dehydrogenase A like 6A)",0.09222283773969786,0.006003471479765876,-0.06430637704878905,-0.07785249843338687,0.20052332123017405,0.09338759059812528
"LDHAL6B (lactate dehydrogenase A like 6B)",0.0002444194905024677,0.0003076489361286683,0.19447588017690953,0.10036202949689293,0.19339000856406,0.08968932234848366
"LDHB (lactate dehydrogenase B)",0.0002567783548674818,0.05830624170924059,-0.23893395034481046,-0.05052388879116493,0.2005230563797627,0.10095455369817982
"LDHC (lactate dehydrogenase C)",0.06651448490667589,0.0018504888909229855,-0.047860538749816994,-0.03495963620785714,0.1943956613707071,0.088137328673697
"LDHD (lactate dehydrogenase D)",0.010792254937920687,0.0037905694893773934,-0.08380879121076223,-0.06981037674817375,0.19430770163828656,0.09122637552682046
"LDLRAD1 (low density lipoprotein receptor class A domain containing 1)",0.2041047465115362,0.27678208815467853,-0.08782400232758203,0.05625633183319584,0.22959108788776583,0.1327424426369751
"LDLRAD4 (low density lipoprotein receptor class A domain containing 4)",0.0022349854672647496,0.3626109410513605,-0.14781113865139806,-0.018036774535751643,0.22461449694270683,0.10742721184588
"LDLRAP1 (low density lipoprotein receptor adaptor protein 1)",0.07538486742794137,0.4970021309262891,-0.1037110580141779,0.015103013058557324,0.2209689686076202,0.10085874045363794
"LDOC1 (LDOC1 regulator of NFKB signaling)",0.9949331164379798,0.45489757176685286,-0.00037262627139822424,-0.020711758112350764,0.22608732959581307,0.10373099359957064
"LEAP2 (liver enriched antimicrobial peptide 2)",0.0000013406563252882364,0.24397794489884905,0.25727035364591866,-0.02848749449883542,0.19070706333594076,0.0990041370953296
"LECT2 (leukocyte cell derived chemotaxin 2)",0.000026748351934502423,0.5697861354663236,0.21653808705890332,0.02911198210250865,0.19159267097800384,0.13675284592515324
"LEF1 (lymphoid enhancer binding factor 1)",0.16337338866121986,0.19449111872233704,0.053613540253950376,-0.03977559509157702,0.20218977647469394,0.10435036621986819
"LEFTY1 (left-right determination factor 1)",0.4214984056241844,0.21105419553086024,0.03941929875995165,-0.027021774547369204,0.21358870336467084,0.09630446247928444
"LEFTY2 (left-right determination factor 2)",0.006049154641336374,0.0797693182506809,-0.14513045565942306,-0.05519011154241277,0.19946649130310493,0.102092838828532
