"treatment_name","Yes (p-value)","Filopodia (p-value)","Count_Nuclei (p-value)","Yes (mean diff)","Filopodia (mean diff)","Count_Nuclei (mean diff)","Yes (combined error)","Filopodia (combined error)","Count_Nuclei (combined error)"
"PHF1 (PHD finger protein 1)",0.3087166629649425,0.009056108821233977,0.0012956429310828632,-0.011527475619784983,0.11554146216609446,-52.04991263832265,0.055921077468737736,0.1030635116234427,107.81611713280915
"PHF10 (PHD finger protein 10)",0.5145366510256757,0.08060328401403005,0.0009005978222333955,0.011870521812194751,0.07271051029924297,-53.64991263832266,0.06338783488603626,0.11187789713283917,107.71125806337807
"PHF11 (PHD finger protein 11)",0.47304723223820333,0.19758513846921333,0.00022145627876080098,0.010048322702430112,0.059349333920492575,-72.44991263832266,0.05868008715807874,0.12254714335373701,107.67783018614196
"PHF13 (PHD finger protein 13)",0.06235750952306951,0.11251551242751079,0.022896276167017726,-0.04485524080111904,0.06002766192985287,-44.64991263832266,0.06458330414870664,0.1095941359809691,110.26883110650819
"PHF14 (PHD finger protein 14)",0.10745739581143732,0.4955495240278336,0.009635782044857377,0.05687566257836782,-0.03521057619398704,-51.64991263832266,0.08013315472925188,0.13665086707508317,109.60253242327764
"PHF19 (PHD finger protein 19)",0.4079611822556777,0.4164189534270357,0.002063185479694196,0.026697420807469285,0.039145168071229974,-38.94991263832266,0.10997341411727038,0.1694982222834675,110.51024890749105
"PHF20 (PHD finger protein 20)",0.11549664521511094,0.12662532903403045,0.006034679210455973,-0.023389206113023586,0.050002448337646,-23.849912638322664,0.05762155094287785,0.10489762963810002,107.21154375157381
"PHF20L1 (PHD finger protein 20 like 1)",0.5200605939518772,0.9911318875040591,0.0010252622005413325,-0.011631179349940818,-0.0001899589926269707,-18.349912638322664,0.07518187565697698,0.1018399658218676,107.37009516535714
"PHF21A (PHD finger protein 21A)",0.9831345037044736,0.0021395469319429594,0.03286274951418644,-0.0003171622874235114,-0.06238611612688172,13.716754028343999,0.06211675764535502,0.09135555746543511,107.26500724962588
"PHF21B (PHD finger protein 21B)",0.8515462584013394,0.15778432536091436,0.022298167623075793,0.002091589657631787,0.08312354936202776,-43.44991263832266,0.05644184584556003,0.13822191248921456,110.0296101674255
"PHF23 (PHD finger protein 23)",0.010591291545534398,0.012818727068106162,0.00027699188791641127,0.039395759596177526,0.1149801619487199,-56.849912638322664,0.05499188838881904,0.10605871455338599,107.40956714183157
"PHF5A (PHD finger protein 5A)",0.43324796588191794,0.008561923394702964,0.0000010550196967162861,-0.011967114585903355,0.094044335911528,-61.84991263832266,0.059854800869633275,0.09775665357101157,106.88692676653972
"PHF6 (PHD finger protein 6)",0.0070919064365446705,0.05185281423990018,0.004349103012924793,-0.047966482833629046,0.05212015088860089,-38.04991263832265,0.055615108933330076,0.09716815622191265,107.77669095679096
"PHF7 (PHD finger protein 7)",0.12926303876103762,0.0009429770283995165,0.0010953721756794543,-0.023346297742359107,0.16052470968893512,-34.64991263832266,0.058216339394438855,0.09671308298633893,107.20408160884374
"PHF8 (PHD finger protein 8)",0.8004002257651759,0.09741051498219244,0.03065738143431007,-0.0034558047932458924,0.027016167344271202,-37.849912638322664,0.05877642757090118,0.09173359239728453,109.78075930506049
"PHIP (pleckstrin homology domain interacting protein)",0.1498320733388283,0.008544057260193805,0.000013861753452193426,0.011498957331928683,0.0767457709307689,-48.64991263832266,0.05628437504798002,0.11349859402112668,108.40958138383272
"PHKA1 (phosphorylase kinase regulatory subunit alpha 1)",0.016315837289713198,0.05414761994677386,0.3019912666131819,-0.023267588730704475,-0.043786415728765904,-3.949912638322658,0.057114147655064756,0.10738820123343824,107.11605130384969
"PHKA2 (phosphorylase kinase regulatory subunit alpha 2)",0.03451576831306502,0.6416557719059315,0.20025398733340238,-0.018894116735502814,-0.009026792642499892,-4.849912638322664,0.05668811072385839,0.10546685771191652,107.09213894916255
"PHKB (phosphorylase kinase regulatory subunit beta)",0.03629739461487369,0.02136705230438163,0.006208299221190483,-0.030569156305988276,0.057793761407975874,-24.249912638322655,0.06468429796054743,0.10928159835944116,108.80345992372395
"PHKG1 (phosphorylase kinase catalytic subunit gamma 1)",0.006769000183056706,0.005793269419485991,0.029897696877714708,-0.04498041142411413,0.10057244765012424,-24.049912638322652,0.0550378720665543,0.09696774131243326,107.92504395920173
"PHKG2 (phosphorylase kinase catalytic subunit gamma 2)",0.002243228462513125,0.6642405489832082,0.7921423559605265,-0.022136999588724504,-0.006063714538759535,12.683420695010668,0.056267458947187016,0.1019920935297577,211.58111327466827
"PHLDA1 (pleckstrin homology like domain family A member 1)",0.0020298305353489976,0.30852037804928933,0.12017569733093825,0.08902956197502068,-0.035995316818975664,13.550087361677342,0.058542158615705726,0.11131406143654554,107.73121698744346
"PHLDA2 (pleckstrin homology like domain family A member 2)",0.2608281205757097,0.005557443812786778,0.059928601361124656,-0.008453118098460138,-0.09689601971175071,13.150087361677336,0.055947126201911807,0.12161264387795015,108.29616594339834
"PHLDA3 (pleckstrin homology like domain family A member 3)",0.004327042365609657,0.04442753745913364,0.5250230580515405,-0.02793440387647897,0.053087084520269945,-2.2499126383226553,0.05256134317737496,0.09653230754867904,106.8209488517848
"PHLDB1 (pleckstrin homology like domain family B member 1)",0.010567110076078468,0.32939663098409433,0.12291258252623383,0.05517412744464553,-0.02126112306649769,-25.249912638322655,0.05819864656634265,0.09725489685335717,110.490791985557
"PHLDB3 (pleckstrin homology like domain family B member 3)",0.001069368479269972,0.3529391039982426,0.10692018213803234,-0.06118655086051718,-0.024667154762148702,-6.249912638322655,0.05398153443008629,0.10188960396023759,106.82796971578009
"PHOSPHO1 (phosphoethanolamine/phosphocholine phosphatase 1)",0.0000723290767641327,0.0028506772426613036,0.15134147053183145,0.08671979865117965,-0.1378496589781965,11.75008736167733,0.05284169357651841,0.09944890108466566,107.64624988171036
"PHOSPHO2 (phosphatase, orphan 2)",0.153132152264978,0.17455447850304462,0.00022408631913006793,0.01526272368408893,0.03816752508019955,-61.04991263832265,0.054907442197261895,0.10151662875407359,107.43982089335232
"PHPT1 (phosphohistidine phosphatase 1)",0.009246432091508439,0.28330919947367605,0.1375698948622177,-0.04046495777293169,0.020831868324677705,-7.0499126383226525,0.05491131954900527,0.09507059196790979,106.95239648364885
"PHTF1 (putative homeodomain transcription factor 1)",0.8672707237774424,0.7927176674808591,0.049179877319802445,0.002180022865502812,0.008432338096826142,-28.249912638322655,0.058183462109594596,0.11011492903502021,109.04226296989451
"PHTF2 (putative homeodomain transcription factor 2)",0.038905304465419066,0.001916264427911596,3.695710404372221e-12,0.023048583036477166,0.07362984504434317,-56.04991263832265,0.06919103528654177,0.12643444633140347,108.36271624267437
"PHYH (phytanoyl-CoA 2-hydroxylase)",0.00021483683215262062,0.4045238252497192,0.6128257221979756,-0.07266405325027733,-0.030103000329112783,-3.849912638322664,0.05308763692280909,0.11335106259523905,107.72796811225776
"PHYHD1 (phytanoyl-CoA dioxygenase domain containing 1)",0.0019894364180719215,0.04103630121138102,0.8534153025630633,-0.05682633314654344,-0.06637161655956392,1.5500873616773418,0.05443855808329515,0.10063836271894842,108.0139579572734
"PHYHIP (phytanoyl-CoA 2-hydroxylase interacting protein)",0.3178331105770642,0.0074778463380791305,0.29951882186139134,0.021405100532323196,-0.08560208419896748,9.883420695010685,0.06979487997335274,0.09992773020446355,108.61253049378
"PHYHIPL (phytanoyl-CoA 2-hydroxylase interacting protein like)",0.0075545974446267206,0.35024140446736585,0.07162300658672316,-0.03858686163164102,0.02311397992528824,-9.783245971655987,0.055884262446011204,0.10315757097030813,107.13487658210231
"PHYKPL (5-phosphohydroxy-L-lysine phospho-lyase)",0.25203899675869224,0.00186354936381683,0.0020504049704515026,-0.012154432343473187,0.15294527468025082,-46.44991263832266,0.05523552193822958,0.0992524941190373,107.80776926360932
"PI15 (peptidase inhibitor 15)",0.15169148023701928,0.13939492066680415,0.9572742829303134,0.023399210315923014,-0.07040882798365422,-0.2499126383226553,0.05928144250268591,0.12222376639934988,107.01969497992239
"PI16 (peptidase inhibitor 16)",0.022700727911987295,0.5904354544932429,0.020101275275416608,-0.02475483194385128,0.013884998269977245,-11.649912638322661,0.058751137083396285,0.11747387876054215,107.38183998255977
"PI3 (peptidase inhibitor 3)",0.049136127839494614,0.050667334110757745,0.06684439161285383,0.03774716719510074,-0.10170184059304593,9.150087361677336,0.05962007761251241,0.12002468658180343,106.95005896957525
"PI4K2A (phosphatidylinositol 4-kinase type 2 alpha)",0.1921253577649653,0.8456490743026968,0.5973535393971059,0.012221360022660749,-0.00395652911226857,-1.5499126383226525,0.058183879206058574,0.10727245243913916,106.86805781084585
"PI4K2B (phosphatidylinositol 4-kinase type 2 beta)",0.13855244495514185,0.8208159094711522,0.16049910990634086,-0.025141975592748084,-0.008735151212192593,-10.716579304989324,0.08045812200776499,0.17054301698992166,110.06983008321585
"PI4KB (phosphatidylinositol 4-kinase beta)",0.0006149902822305542,0.00011443826291768211,0.026622507968008025,-0.06121752845127498,0.20405646835524688,-13.449912638322658,0.05338858595706038,0.0927904477614426,107.03277588475235
"PIANP (PILR alpha associated neural protein)",0.009772863448292313,0.29626478975699433,0.29847327081042074,0.08662762222298112,-0.03149289332750621,5.9500873616773475,0.06627868913496744,0.10519277794014797,107.17422784231117
"PIAS1 (protein inhibitor of activated STAT 1)",0.005084590844186998,0.7303800820253912,0.2985604991366788,0.011044579750974781,0.015687712148095445,-16.849912638322664,0.05161931231574727,0.12893865145728908,111.17245663200767
"PIAS2 (protein inhibitor of activated STAT 2)",0.4537207786124515,0.12347302362747481,0.00026840404073258384,-0.008995624214112291,0.0786619556058446,-52.64991263832266,0.05679720336153089,0.12567802871629113,107.31828881227852
"PIAS3 (protein inhibitor of activated STAT 3)",0.8155582891718536,0.036160713794720634,0.005832038694699282,-0.0025844697661411287,0.1216311877630109,-59.64991263832266,0.0563454540766494,0.12379528736167765,109.64130204259537
"PIAS4 (protein inhibitor of activated STAT 4)",0.6050631800103967,0.04811125068810118,6.534928154167119e-11,-0.00886146319098216,0.06821286953498512,-65.44991263832266,0.07326527933832312,0.12855138313192854,107.19563425104828
"PIBF1 (progesterone immunomodulatory binding factor 1)",0.3882282001522115,0.008270515984096782,0.6390711802608195,-0.010582685254444585,-0.10431053413168268,-1.649912638322661,0.05688579638902202,0.09975096692930895,106.8209488517848
"PICALM (phosphatidylinositol binding clathrin assembly protein)",0.00029495791343769895,0.1391726380576357,0.0012383217220666154,-0.04763565595823127,0.04305220811897098,-20.249912638322655,0.05231049116654946,0.1017684566037947,106.89113674012277
"PID1 (phosphotyrosine interaction domain containing 1)",0.0015034200458745595,0.0007351569662112922,0.000010635976958939253,-0.06884255113351653,0.13943603473929206,-16.049912638322652,0.05520457739582806,0.09373914194100197,106.7066779240907
"PIEZO1 (piezo type mechanosensitive ion channel component 1)",0.005695142366403783,0.0006879112728277459,0.0576801152900317,0.08258186072356091,-0.160465449611428,9.75008736167733,0.06178489577898851,0.09539540620681068,106.96127857124571
"PIFO (primary cilia formation)",0.00021459970578407983,0.07322122614277982,0.49765239627246816,-0.06580543820052809,-0.04198398039537232,-3.0499126383226525,0.052810222895216245,0.09562168583788706,106.9710947573952
"PIGA (phosphatidylinositol glycan anchor biosynthesis class A)",0.0025025737587540675,0.6518401777663985,0.2180609302883867,0.11134911725366045,-0.021456377004933025,9.75008736167733,0.06331132974399986,0.13165042197733387,107.64624988171036
"PIGB (phosphatidylinositol glycan anchor biosynthesis class B)",0.024467564415102894,0.053691236148065036,0.7277520839232263,-0.04617047164001421,-0.07512489339032924,2.550087361677342,0.05919491442862965,0.10716280758443883,107.66157677461177
"PIGC (phosphatidylinositol glycan anchor biosynthesis class C)",0.0003805722406218237,0.7595188892830316,0.26888417252811503,0.07876380692211124,0.010318942454913271,7.350087361677353,0.05394047216168959,0.11213895838608583,107.36486908479714
"PIGF (phosphatidylinositol glycan anchor biosynthesis class F)",0.9992486554595164,0.25335296115095174,0.0002849852139146236,-0.00001403085125931125,-0.027581342910325324,-46.64991263832266,0.06879608266435423,0.11278301882380172,109.8371198246449
"PIGG (phosphatidylinositol glycan anchor biosynthesis class G)",0.11081029959427524,0.3884665155641751,0.1858444077239345,-0.02080126657523451,-0.008724504149034862,-3.849912638322664,0.05620520604929787,0.08960555936403429,106.7301040643905
"PIGH (phosphatidylinositol glycan anchor biosynthesis class H)",0.23201456483838268,0.09734326143556915,0.08162709061409479,0.02737184324574224,-0.05942647308617588,12.350087361677353,0.067297846555133,0.10690582049184649,107.304310787571
"PIGK (phosphatidylinositol glycan anchor biosynthesis class K)",0.020547588417773044,0.4061187490118332,0.2130129774531362,0.05018369752805893,-0.018139823992729065,6.150087361677336,0.07641384119999577,0.10928010648346895,107.50118140041306
"PIGN (phosphatidylinositol glycan anchor biosynthesis class N)",0.02212658528955358,0.5712234994824206,0.3244312534843403,0.09414667482294534,-0.040684522705679294,214.55008736167736,0.07748488997572002,0.171555842654093,440.4463816556967
"PIGO (phosphatidylinositol glycan anchor biosynthesis class O)",0.2085891401599369,0.02359935523841039,0.833005345093895,0.016182980124588853,-0.04869458648923186,2.050087361677342,0.06372931782733626,0.10405507990502078,110.60170584497261
"PIGP (phosphatidylinositol glycan anchor biosynthesis class P)",0.004351440300582432,0.2915106437416253,0.10766555197615557,0.11167504336581166,0.02915642792220735,14.150087361677336,0.06702357333753128,0.10250445854337581,107.72564742713605
"PIGQ (phosphatidylinositol glycan anchor biosynthesis class Q)",0.1917918518720918,0.21766121016508744,0.011015625235323956,0.01863221988622235,-0.04533537710184837,-41.849912638322664,0.057826817720136425,0.11151389512303832,108.77184890216597
"PIGR (polymeric immunoglobulin receptor)",0.055277671827114405,0.0011166782349660842,0.07240785320108789,0.0562822966605557,-0.17735153028928768,18.75008736167733,0.06962711130881193,0.09956891297956094,108.0426541399073
"PIGT (phosphatidylinositol glycan anchor biosynthesis class T)",0.002902592387994618,0.37596418980966195,0.2704513845558407,-0.05702994449154375,0.030743083781218372,-5.0499126383226525,0.055094020741870614,0.1113257188823689,106.95940871936243
"PIGV (phosphatidylinositol glycan anchor biosynthesis class V)",0.3408460832794842,0.15873374818701858,0.12289006966091187,-0.011115575341652889,0.05821015988736117,-27.449912638322658,0.056276519930175246,0.11527852780843843,111.17785352126397
"PIGX (phosphatidylinositol glycan anchor biosynthesis class X)",0.36214508651746735,0.9966899674720884,0.1738351648473373,0.017635741276624733,0.00013099899447904795,-32.44991263832266,0.06410682370915549,0.10965637727870563,115.3083479787809
"PIGY (phosphatidylinositol glycan anchor biosynthesis class Y)",0.021286568204910372,0.8006956138228594,0.6275554280339461,-0.04269654788095398,-0.011109793701596482,-8.649912638322661,0.05760620289308531,0.1268885588862904,112.77284741282197
"PIGZ (phosphatidylinositol glycan anchor biosynthesis class Z)",0.003726398424096944,0.3787672621224596,0.15853152128104253,0.09475968599171022,-0.034901130430426364,-14.449912638322658,0.062197549817408805,0.11769516978756514,108.24054283675606
"PIH1D1 (PIH1 domain containing 1)",0.0033563123313624654,0.009736598168281319,0.47434170698795075,0.036758668966807295,-0.11941957030399936,5.9500873616773475,0.053123406657831794,0.10468760706957086,107.90882778343774
"PIH1D2 (PIH1 domain containing 2)",0.02631314957891262,0.6019485808368936,0.07000941280229256,-0.011673104388185196,0.009446090261257867,-5.249912638322655,0.05196284945354635,0.09494952234699451,106.72026571179265
"PIH1D3 (PIH1 domain containing 3)",0.0000017084898382702107,0.15945816328336893,0.024564235712554172,-0.07117856980394015,0.025017705517633215,-11.849912638322664,0.0517023326090163,0.09315106471623573,106.93369494034901
"PIK3AP1 (phosphoinositide-3-kinase adaptor protein 1)",0.0015777820171207768,0.38220127535701875,0.0023283874816817374,-0.04446071497866866,-0.01697383900505961,18.950087361677348,0.05310711614586998,0.0954952867925265,106.9126517938622
"PIK3C2G (phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma)",0.39946825443482936,0.15099653466575513,0.4573664533453463,-0.011609640833829482,-0.0709830442512352,6.2500873616773305,0.06600206972035597,0.16754194051533483,109.50100761705886
"PIK3C3 (phosphatidylinositol 3-kinase catalytic subunit type 3)",0.6386542087317979,0.5135284688778978,0.8892763798714967,-0.008920453872531708,-0.03946749835925001,1.6500873616773362,0.07748066975025389,0.20318001210591494,112.55272148462527
"PIK3CA (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha)",0.07346185534987848,0.06801960050120726,0.5498344990098116,-0.025223383255498583,-0.08084805394684075,3.150087361677336,0.06470235646275761,0.15108346188817534,107.69738262700137
"PIK3CB (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta)",0.7133391123284947,0.00028440202274082615,0.29798669136269695,-0.0036288955106346388,-0.12230274753887027,4.150087361677336,0.06351445165467781,0.1318605096007962,107.46222312659417
"PIK3CD (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta)",0.21270914623180714,0.4749277287321032,0.03578391309693285,-0.018824591713666655,0.01399054709335068,-18.749912638322655,0.06785243034784341,0.10550017584025158,109.25415630149355
"PIK3CG (phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma)",0.05904583847591227,0.22207923533213125,0.5249917959054671,-0.02620340738231411,0.029155187770916025,-3.2499126383226553,0.06408926319696609,0.11203672029537287,107.6257590100275
"PIK3IP1 (phosphoinositide-3-kinase interacting protein 1)",0.007865484630824593,0.003585595294439914,0.3855567199299048,-0.039025425042224365,0.08605759330794566,-4.449912638322658,0.05440237014748497,0.09295210938029883,107.07481082680289
"PIK3R1 (phosphoinositide-3-kinase regulatory subunit 1)",0.13117330389630255,0.0007060336107895804,0.012359948832445511,-0.010739864565170981,0.05946089927903986,-18.716579304989324,0.057478029918814344,0.10232894158300279,109.477703184475
"PIK3R2 (phosphoinositide-3-kinase regulatory subunit 2)",0.000039670006973357985,0.18545509579651953,0.32993088086326594,-0.051830122669169865,0.061633484957065277,-6.449912638322658,0.056022045865864206,0.16153024533301777,108.33391590733646
"PIK3R3 (phosphoinositide-3-kinase regulatory subunit 3)",0.24914170115665546,0.515854194612037,0.4750443789169083,0.03126123944396736,0.01432324972066329,-2.849912638322664,0.11299854774292292,0.12051128761787953,107.47684521073722
"PIK3R4 (phosphoinositide-3-kinase regulatory subunit 4)",0.34809319183480336,0.18750315225454228,0.009294154826058332,0.008098711157131983,-0.023119225402027488,-26.51657930498932,0.06060718375771684,0.10851914604762146,111.85422430354612
"PIK3R5 (phosphoinositide-3-kinase regulatory subunit 5)",0.0010249511595281646,0.9569653993112719,0.4136645712159486,-0.029573248882069386,0.0012767020734321122,-2.583245971655998,0.05838671132649681,0.12529184646442948,107.08072553107908
"PIKFYVE (phosphoinositide kinase, FYVE-type zinc finger containing)",0.5490040590703398,0.6473721842601903,0.01467525958610727,-0.005343282410547573,-0.01132371287342776,-15.11657930498933,0.06135659660971468,0.12806167493846823,108.57306457722774
"PILRA (paired immunoglobin like type 2 receptor alpha)",0.0009444329490189141,0.25069084003149644,0.37477879221382304,-0.02461261970139797,0.05130566631603245,-5.249912638322655,0.051864077070756354,0.12219380835348892,107.23439333346194
"PILRB (paired immunoglobin like type 2 receptor beta)",0.9605903654398926,0.10717789835864111,0.031132356516864412,-0.0004983077908468359,0.05791678675421419,-35.849912638322664,0.055548380122885266,0.10743130241816347,109.49344781125319
"PIM1 (Pim-1 proto-oncogene, serine/threonine kinase)",0.00002746934219222119,0.00373484699685922,0.004561471974188214,0.06776360799159273,-0.06062177117790052,-36.44991263832266,0.0670713355039272,0.11041677927004613,114.49398349456084
"PIM2 (Pim-2 proto-oncogene, serine/threonine kinase)",0.6925904605970359,0.03642586214871146,0.5764406886657132,-0.003944536042063018,-0.07976384103740264,-1.8499126383226638,0.05538079065159294,0.10468577210824616,106.79098797930294
"PIM3 (Pim-3 proto-oncogene, serine/threonine kinase)",0.003993631778639761,0.30394290809664737,0.030354751146509873,-0.031309411831433626,0.026817591686048414,-8.849912638322664,0.05751195893554742,0.11688320185711314,107.12118579874365
"PIMREG (PICALM interacting mitotic regulator)",0.7065587269079869,0.818736675879653,0.22383968188117942,0.004234663216107798,0.005378530321171304,-10.449912638322658,0.06281781921187697,0.11556024959556077,109.80535102441787
"PIN1 (peptidylprolyl cis/trans isomerase, NIMA-interacting 1)",0.2271452995209977,0.07254722741160946,0.9132183946822434,0.023968855520645066,-0.055317565354366716,-1.0499126383226525,0.06365424846101457,0.1011836241441078,108.4749515491739
"PIN4 (peptidylprolyl cis/trans isomerase, NIMA-interacting 4)",0.4408156932451244,0.41688839492426966,0.06359020418591976,-0.011691812682377511,-0.023637322359712,-8.849912638322664,0.06881433631885293,0.1238008827598585,107.36776674504247
"PINK1 (PTEN induced kinase 1)",0.03747504069149654,0.5815571800552726,0.44396133847341135,-0.012325001462186569,0.01839713521054437,-5.749912638322655,0.053780054117032385,0.13403821203748817,108.89660540692341
"PINX1 (PIN2 (TERF1) interacting telomerase inhibitor 1)",0.39954881076163673,0.04132372078042956,0.025231312039429632,0.015369804670505888,-0.06376049381364995,-18.949912638322658,0.06564505866858003,0.10443484868268725,107.67504406126623
"PIP (prolactin induced protein)",0.07123025274261274,0.025432388218196378,0.020925450100487186,0.03703551465800567,-0.06380535086715189,13.616754028344005,0.089616601891197,0.13181571508515327,108.41558431848917
"PIP4K2A (phosphatidylinositol-5-phosphate 4-kinase type 2 alpha)",0.24985862259210911,0.006000086434549301,0.3454492741559285,0.011167626607367975,-0.09570317513434856,58.48342069501068,0.06267259223279821,0.14405944105616353,255.23478615967804
"PIP4K2B (phosphatidylinositol-5-phosphate 4-kinase type 2 beta)",0.023938915993465315,0.016160826768212955,0.06566945601237473,0.06207446241985046,-0.06345873369608201,-17.049912638322652,0.08876195158780388,0.11065903444077328,109.62082933779847
"PIP4K2C (phosphatidylinositol-5-phosphate 4-kinase type 2 gamma)",0.8208563039151255,0.1305105055135205,0.001337658647836637,0.003772781706299355,-0.03774612569253494,-39.349912638322664,0.07246348369345941,0.11296570450827928,110.11864108131569
"PIP4P1 (phosphatidylinositol-4,5-bisphosphate 4-phosphatase 1)",0.1490592233549548,0.000553097337302022,0.23845354222268345,-0.009605328620782977,-0.07789366743191256,4.112587361677342,0.05716487608811646,0.1127841774323428,107.25613089047928
"PIP4P2 (phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2)",0.0008049394662386078,0.4725652488948229,0.16987632507666017,0.09155125718245163,0.0131517156240204,-9.449912638322658,0.056201592184766364,0.09486355880568705,107.35928051917834
"PIP5K1A (phosphatidylinositol-4-phosphate 5-kinase type 1 alpha)",0.0001515404288234823,0.000013279567067980835,0.5582466953543879,0.09447810945968646,-0.06452818769212343,1.9786587902487724,0.10619521892975166,0.10150144186397174,107.40750558714586
"PIP5K1B (phosphatidylinositol-4-phosphate 5-kinase type 1 beta)",0.0018140681550553595,0.004114272932803864,0.00512193985356002,-0.026269182958639198,0.052717476676083785,-17.349912638322664,0.05482045845151664,0.0976803524538001,107.67390895268538
"PIP5KL1 (phosphatidylinositol-4-phosphate 5-kinase like 1)",0.28450439506616876,0.4067992815669539,0.0002993194072813399,-0.010332460602929389,0.020407301787231102,-25.049912638322652,0.06263146315011678,0.12703732350863686,108.5672311750843
"PIPOX (pipecolic acid and sarcosine oxidase)",0.1301737149613409,0.16833781255435643,0.03813885611123036,-0.01368081120255174,0.04008794585376546,-17.249912638322655,0.057528427295432435,0.12154825372274235,108.91675517586847
"PIPSL (PIP5K1A and PSMD4 like (pseudogene))",0.3158009973187652,0.7155173389556537,0.01231716643610925,0.03167242914235624,0.007686714456115018,-35.249912638322655,0.08036641299242997,0.09771973134479217,108.27379698521534
"PISD (phosphatidylserine decarboxylase)",0.11494163367839438,0.00451860614252908,0.8657020628992327,-0.014067684708868045,-0.07207573059113309,-0.7499126383226553,0.057313621592909286,0.10638003907310907,107.35933226649064
"PITHD1 (PITH domain containing 1)",0.0012711037938091252,0.7963287197009752,0.0051566434297765085,0.06099254983894217,-0.006100334988655587,-10.849912638322664,0.0541894109638519,0.10032401323359844,106.76757519769579
"PITPNA (phosphatidylinositol transfer protein alpha)",0.009501499895898657,0.0036901927464918494,0.6757008255382198,-0.03590067355052126,-0.08034989854588304,-2.0862762746862984,0.06343190802915848,0.11242889029474554,107.68226250896743
"PITPNB (phosphatidylinositol transfer protein beta)",0.0004191432941851314,0.37756700356422757,0.09160497878532503,-0.02670897093389571,0.023911665860720743,-13.316579304989318,0.05610979591157008,0.13388944157144156,110.20498592676937
"PITPNC1 (phosphatidylinositol transfer protein cytoplasmic 1)",0.010625645319347843,0.09688057633576141,0.006961335056421936,-0.027300786345164585,0.055387319009354286,-17.449912638322658,0.053174472693800566,0.10448438412360708,106.98838775117432
"PITPNM3 (PITPNM family member 3)",0.007644475103564474,0.027137124346298114,0.7569090529682243,-0.03128706431654793,0.07971741291803108,-1.0499126383226525,0.05333333424197371,0.10187376504020457,106.80503318475036
"PITRM1 (pitrilysin metallopeptidase 1)",0.019625483166806568,0.03831727492045345,0.2835382720386561,0.04210621989646399,-0.046660502008965155,113.85008736167735,0.0696211509721731,0.1064134419466532,333.1726672833574
"PITX1 (paired like homeodomain 1)",0.0799938454495317,0.03591342893184968,0.051458705253151216,-0.023082224866758844,0.09758162345729021,-34.64991263832266,0.05594536959890615,0.11208414197837616,110.33229406477338
"PITX2 (paired like homeodomain 2)",0.8037466975922891,0.14935310298875404,0.008683148254718942,0.0036106515243547466,0.03648673371374289,-46.64991263832266,0.059676476891745274,0.09860669974716882,108.9528114074879
"PIWIL1 (piwi like RNA-mediated gene silencing 1)",0.004689222256851089,0.24088204551210657,0.3451464678310998,0.07453313051850238,-0.04128823207343024,242.75008736167734,0.05919368326824645,0.1101229885342386,518.6711049534142
"PIWIL2 (piwi like RNA-mediated gene silencing 2)",0.001607863620074701,0.08265970735622452,0.1231246735135767,-0.039270196508022104,0.06248102936688099,-11.849912638322664,0.0527652718888905,0.10635170583621212,107.48867435035017
"PIWIL4 (piwi like RNA-mediated gene silencing 4)",0.007843807186121099,0.7992252785469438,0.3808282423857321,-0.023114258949319455,0.007295114542596681,-11.049912638322652,0.05249469385238354,0.10593125510883315,109.5071464042216
"PJA1 (praja ring finger ubiquitin ligase 1)",0.013287173675807562,0.958070755686091,0.2332869843576193,-0.038541140332407214,0.0013364148609418813,-5.449912638322658,0.055304591780517,0.10233700434032668,106.95099398133533
"PJA2 (praja ring finger ubiquitin ligase 2)",0.7204583888625287,0.0077757779980784925,0.000008843811422742931,0.004216885051484626,0.1417905419124465,-67.84991263832265,0.05691501876830657,0.10842474599350345,107.03417731545203
"PJVK (pejvakin)",0.4270471841623873,0.09986813638439873,0.9011960495153806,0.021516391908264765,-0.05017163433845201,-1.8499126383226638,0.07486785996654101,0.10195915851582847,111.06896557362738
"PKD1L2 (polycystin 1 like 2 (gene/pseudogene))",0.292060440915793,0.724852631055293,0.05252242098040871,0.005278844189522958,-0.011085735374485872,-24.64991263832266,0.0522736824604191,0.10921309177997755,108.56203348130333
"PKD2 (polycystin 2, transient receptor potential cation channel)",0.003415302133743303,0.41233994597127444,0.7601554754742654,-0.047302813809296615,-0.025626091255077255,1.5500873616773418,0.05421038943098444,0.10747342416755473,107.09815644349638
"PKD2L1 (polycystin 2 like 1, transient receptor potential cation channel)",0.00987052517818432,0.37411441503840903,0.35141765992405105,0.08418328614635814,-0.0308527983971007,273.75008736167734,0.06561343333690849,0.11129385472880915,590.5689757459289
"PKD2L2 (polycystin 2 like 2, transient receptor potential cation channel)",0.22671562060573058,0.1343726699547334,0.3895289232352144,0.027694354660173948,-0.0384129109920866,-14.249912638322655,0.06723999703345221,0.09864425583885206,111.59397436060617
